layout,layoutCount,algorithm,iteration,foodCount,cost,expandedNodes,score,result
small,2,ucs,0,5,34,154,516,Win
small,2,ucs,0,6,29,113,531,Win
small,2,ucs,0,7,39,157,534,Win
small,2,ucs,0,8,64,300,516,Win
small,2,ucs,0,9,63,263,527,Win
small,2,ucs,0,10,65,249,535,Win
small,2,ucs,0,11,92,410,518,Win
small,2,astar,0,2,20,43,500,Win
small,2,astar,0,3,11,12,519,Win
small,2,astar,0,4,39,82,501,Win
small,2,astar,0,5,34,90,516,Win
small,2,astar,0,6,29,40,531,Win
small,2,astar,0,7,39,97,534,Win
small,2,astar,0,8,64,273,516,Win
small,2,astar,0,9,63,119,527,Win
small,2,astar,0,10,65,141,535,Win
small,2,astar,0,11,92,261,518,Win
small,2,bds,0,2,20,62,500,Win
small,2,bds,0,3,11,21,519,Win
small,2,bds,0,4,39,97,501,Win
small,2,bds,0,5,34,106,516,Win
small,2,bds,0,6,29,62,531,Win
small,2,bds,0,7,39,93,534,Win
small,2,bds,0,8,64,220,516,Win
small,2,bds,0,9,63,174,527,Win
small,2,bds,0,10,65,156,535,Win
small,2,bds,0,11,92,244,518,Win
small,3,dfs,0,2,68,95,480,Win
small,3,dfs,0,3,58,169,472,Win
small,3,dfs,0,4,90,254,450,Win
small,3,dfs,0,5,122,181,428,Win
small,3,dfs,0,6,126,227,476,Win
small,3,dfs,0,7,104,541,466,Win
small,3,dfs,0,8,213,667,367,Win
small,3,dfs,0,9,125,311,465,Win
small,3,dfs,0,10,217,359,383,Win
small,3,dfs,0,11,329,659,326,Win
small,3,bfs,0,2,22,100,498,Win
small,3,bfs,0,3,30,136,500,Win
small,3,bfs,0,4,22,72,518,Win
small,3,bfs,0,5,36,152,514,Win
small,3,bfs,0,6,30,125,530,Win
small,3,bfs,0,7,50,194,520,Win
small,3,bfs,0,8,57,246,523,Win
small,3,bfs,0,9,45,158,545,Win
small,3,bfs,0,10,83,364,517,Win
small,3,bfs,0,11,67,249,543,Win
small,3,ucs,0,2,22,100,498,Win
small,3,ucs,0,3,30,136,500,Win
small,3,ucs,0,4,22,72,518,Win
small,3,ucs,0,5,36,152,514,Win
small,3,ucs,0,6,30,125,530,Win
small,3,ucs,0,7,50,194,520,Win
small,3,ucs,0,8,57,246,523,Win
small,3,ucs,0,9,45,158,545,Win
small,3,ucs,0,10,83,364,517,Win
small,3,ucs,0,11,67,249,543,Win
small,3,astar,0,2,22,52,498,Win
small,3,astar,0,3,30,46,500,Win
small,3,astar,0,4,22,47,518,Win
small,3,astar,0,5,36,79,514,Win
small,3,astar,0,6,30,71,530,Win
small,3,astar,0,7,50,91,520,Win
small,3,astar,0,8,57,188,523,Win
small,3,astar,0,9,45,78,545,Win
small,3,astar,0,10,83,225,517,Win
small,3,astar,0,11,67,126,543,Win
small,3,bds,0,2,22,81,498,Win
small,3,bds,0,3,30,77,500,Win
small,3,bds,0,4,22,41,518,Win
small,3,bds,0,5,36,94,514,Win
small,3,bds,0,6,30,97,530,Win
small,3,bds,0,7,50,134,520,Win
small,3,bds,0,8,57,152,523,Win
small,3,bds,0,9,45,117,545,Win
small,3,bds,0,10,83,210,517,Win
small,3,bds,0,11,67,159,543,Win
small,4,dfs,0,2,24,143,496,Win
small,4,dfs,0,3,67,132,484,Win
small,4,dfs,0,4,74,185,466,Win
small,4,dfs,0,5,43,123,515,Win
small,4,dfs,0,6,110,210,472,Win
small,4,dfs,0,7,108,345,462,Win
small,4,dfs,0,8,108,388,472,Win
small,4,dfs,0,9,139,556,466,Win
small,4,dfs,0,10,218,625,447,Win
small,4,dfs,0,11,210,647,470,Win
small,4,bfs,0,2,8,23,512,Win
small,4,bfs,0,3,43,123,502,Win
small,4,bfs,0,4,40,153,500,Win
small,4,bfs,0,5,27,70,523,Win
small,4,bfs,0,6,64,204,512,Win
small,4,bfs,0,7,42,129,528,Win
small,4,bfs,0,8,52,191,528,Win
small,4,bfs,0,9,67,203,523,Win
small,4,bfs,0,10,102,304,498,Win
small,4,bfs,0,11,120,390,505,Win
small,4,ucs,0,2,8,23,512,Win
small,4,ucs,0,3,43,123,502,Win
small,4,ucs,0,4,40,153,500,Win
small,4,ucs,0,5,27,70,523,Win
small,4,ucs,0,6,64,204,512,Win
small,4,ucs,0,7,42,129,528,Win
small,4,ucs,0,8,52,191,528,Win
small,4,ucs,0,9,67,203,523,Win
small,4,ucs,0,10,102,304,498,Win
small,4,ucs,0,11,120,390,505,Win
small,4,astar,0,2,8,9,512,Win
small,4,astar,0,3,43,98,502,Win
small,4,astar,0,4,40,98,500,Win
small,4,astar,0,5,27,59,523,Win
small,4,astar,0,6,64,153,512,Win
small,4,astar,0,7,42,74,528,Win
small,4,astar,0,8,52,76,528,Win
small,4,astar,0,9,67,132,523,Win
small,4,astar,0,10,102,244,498,Win
small,4,astar,0,11,120,261,505,Win
small,4,bds,0,2,8,22,512,Win
small,4,bds,0,3,43,134,502,Win
small,4,bds,0,4,40,119,500,Win
small,4,bds,0,5,27,65,523,Win
small,4,bds,0,6,64,166,508,Win
small,4,bds,0,7,42,94,528,Win
small,4,bds,0,8,52,129,528,Win
small,4,bds,0,9,67,169,523,Win
small,4,bds,0,10,102,261,498,Win
small,4,bds,0,11,120,285,505,Win
small,5,dfs,0,2,49,126,471,Win
small,5,dfs,0,3,49,277,481,Win
small,5,dfs,0,4,75,227,465,Win
small,5,dfs,0,5,56,241,494,Win
small,5,dfs,0,6,111,261,449,Win
small,5,dfs,0,7,79,405,491,Win
small,5,dfs,0,8,124,301,456,Win
small,5,dfs,0,9,144,572,462,Win
small,5,dfs,0,10,135,605,469,Win
small,5,dfs,0,11,184,506,426,Win
small,5,bfs,0,2,35,171,485,Win
small,5,bfs,0,3,27,95,503,Win
small,5,bfs,0,4,41,157,499,Win
small,5,bfs,0,5,32,124,518,Win
small,5,bfs,0,6,53,211,507,Win
small,5,bfs,0,7,39,149,531,Win
small,5,bfs,0,8,64,230,516,Win
small,5,bfs,0,9,56,203,534,Win
small,5,bfs,0,10,57,237,543,Win
small,5,bfs,0,11,84,300,526,Win
small,5,ucs,0,2,35,171,485,Win
small,5,ucs,0,3,27,95,503,Win
small,5,ucs,0,4,41,157,499,Win
small,5,ucs,0,5,32,124,518,Win
small,5,ucs,0,6,53,211,507,Win
small,5,ucs,0,7,39,149,531,Win
small,5,ucs,0,8,64,230,516,Win
small,5,ucs,0,9,56,203,534,Win
small,5,ucs,0,10,57,237,543,Win
small,5,ucs,0,11,84,300,526,Win
small,5,astar,0,2,35,98,485,Win
small,5,astar,0,3,27,49,503,Win
small,5,astar,0,4,41,86,499,Win
small,5,astar,0,5,32,52,518,Win
small,5,astar,0,6,53,113,507,Win
small,5,astar,0,7,39,124,531,Win
small,5,astar,0,8,64,136,516,Win
small,5,astar,0,9,56,135,534,Win
small,5,astar,0,10,57,171,543,Win
small,5,astar,0,11,84,262,526,Win
small,5,bds,0,2,35,88,485,Win
small,5,bds,0,3,27,67,503,Win
small,5,bds,0,4,41,120,499,Win
small,5,bds,0,5,32,84,518,Win
small,5,bds,0,6,53,155,507,Win
small,5,bds,0,7,39,120,531,Win
small,5,bds,0,8,64,136,516,Win
small,5,bds,0,9,56,168,534,Win
small,5,bds,0,10,57,152,543,Win
small,5,bds,0,11,84,209,526,Win
small,6,dfs,0,2,47,157,473,Win
small,6,dfs,0,3,22,252,508,Win
small,6,dfs,0,4,48,275,492,Win
small,6,dfs,0,5,89,273,461,Win
small,6,dfs,0,6,87,272,473,Win
small,6,dfs,0,7,142,383,428,Win
small,6,dfs,0,8,88,424,492,Win
small,6,dfs,0,9,130,417,460,Win
small,6,dfs,0,10,127,383,476,Win
small,6,dfs,0,11,143,868,467,Win
small,6,bfs,0,2,23,76,497,Win
small,6,bfs,0,3,20,67,510,Win
small,6,bfs,0,4,28,136,512,Win
small,6,bfs,0,5,39,198,511,Win
small,6,bfs,0,6,25,120,535,Win
small,6,bfs,0,7,78,314,492,Win
small,6,bfs,0,8,52,245,528,Win
small,6,bfs,0,9,54,226,536,Win
small,6,bfs,0,10,67,295,533,Win
small,6,bfs,0,11,89,287,521,Win
small,6,ucs,0,2,23,76,497,Win
small,6,ucs,0,3,20,67,510,Win
small,6,ucs,0,4,28,136,512,Win
small,6,ucs,0,5,39,198,511,Win
small,6,ucs,0,6,25,120,535,Win
small,6,ucs,0,7,78,314,492,Win
small,6,ucs,0,8,52,245,528,Win
small,6,ucs,0,9,54,226,536,Win
small,6,ucs,0,10,67,295,533,Win
small,6,ucs,0,11,89,287,521,Win
small,6,astar,0,2,23,49,497,Win
small,6,astar,0,3,20,31,510,Win
small,6,astar,0,4,28,48,512,Win
small,6,astar,0,5,39,100,511,Win
small,6,astar,0,6,25,41,535,Win
small,6,astar,0,7,78,219,492,Win
small,6,astar,0,8,52,120,528,Win
small,6,astar,0,9,54,115,536,Win
small,6,astar,0,10,67,204,534,Win
small,6,astar,0,11,89,244,521,Win
small,6,bds,0,2,23,56,497,Win
small,6,bds,0,3,20,51,510,Win
small,6,bds,0,4,28,75,512,Win
small,6,bds,0,5,39,120,511,Win
small,6,bds,0,6,25,57,535,Win
small,6,bds,0,7,78,205,492,Win
small,6,bds,0,8,52,136,528,Win
small,6,bds,0,9,54,146,536,Win
small,6,bds,0,10,67,161,534,Win
small,6,bds,0,11,89,196,521,Win
small,7,dfs,0,2,50,71,470,Win
small,7,dfs,0,3,86,167,476,Win
small,7,dfs,0,4,60,176,480,Win
small,7,dfs,0,5,110,131,461,Win
small,7,dfs,0,6,121,240,439,Win
small,7,dfs,0,7,116,378,454,Win
small,7,dfs,0,8,186,411,394,Win
small,7,dfs,0,9,135,346,455,Win
small,7,dfs,0,10,129,418,471,Win
small,7,dfs,0,11,179,666,431,Win
small,7,bfs,0,2,26,126,494,Win
small,7,bfs,0,3,26,121,504,Win
small,7,bfs,0,4,32,139,508,Win
small,7,bfs,0,5,52,247,498,Win
small,7,bfs,0,6,47,221,513,Win
small,7,bfs,0,7,42,173,528,Win
small,7,bfs,0,8,68,301,512,Win
small,7,bfs,0,9,73,315,517,Win
small,7,bfs,0,10,55,236,545,Win
small,7,bfs,0,11,73,290,537,Win
small,7,ucs,0,2,26,126,494,Win
small,7,ucs,0,3,26,121,504,Win
small,7,ucs,0,4,32,139,508,Win
small,7,ucs,0,5,52,247,498,Win
small,7,ucs,0,6,47,221,513,Win
small,7,ucs,0,7,42,173,528,Win
small,7,ucs,0,8,68,301,512,Win
small,7,ucs,0,9,73,315,517,Win
small,7,ucs,0,10,55,236,545,Win
small,7,ucs,0,11,73,290,537,Win
small,7,astar,0,2,26,57,494,Win
small,7,astar,0,3,26,80,504,Win
small,7,astar,0,4,32,45,508,Win
small,7,astar,0,5,52,114,498,Win
small,7,astar,0,6,47,97,513,Win
small,7,astar,0,7,42,106,528,Win
small,7,astar,0,8,68,138,512,Win
small,7,astar,0,9,73,152,517,Win
small,7,astar,0,10,55,123,545,Win
small,7,astar,0,11,73,215,537,Win
small,7,bds,0,2,26,81,494,Win
small,7,bds,0,3,26,100,504,Win
small,7,bds,0,4,32,76,508,Win
small,7,bds,0,5,52,143,498,Win
small,7,bds,0,6,47,138,513,Win
small,7,bds,0,7,42,97,528,Win
small,7,bds,0,8,68,149,512,Win
small,7,bds,0,9,73,156,517,Win
small,7,bds,0,10,55,152,545,Win
small,7,bds,0,11,73,173,537,Win
small,8,dfs,0,2,68,128,452,Win
small,8,dfs,0,3,69,223,461,Win
small,8,dfs,0,4,86,261,488,Win
small,8,dfs,0,5,74,203,476,Win
small,8,dfs,0,6,57,344,503,Win
small,8,dfs,0,7,92,288,478,Win
small,8,dfs,0,8,75,344,508,Win
small,8,dfs,0,9,174,313,416,Win
small,8,dfs,0,10,160,429,440,Win
small,8,dfs,0,11,146,377,491,Win
small,8,bfs,0,2,34,159,486,Win
small,8,bfs,0,3,25,112,505,Win
small,8,bfs,0,4,48,182,492,Win
small,8,bfs,0,5,60,235,490,Win
small,8,bfs,0,6,33,121,527,Win
small,8,bfs,0,7,72,239,498,Win
small,8,bfs,0,8,61,222,522,Win
small,8,bfs,0,9,56,222,534,Win
small,8,bfs,0,10,82,305,518,Win
small,8,bfs,0,11,58,216,552,Win
small,8,ucs,0,2,34,159,486,Win
small,8,ucs,0,3,25,112,505,Win
small,8,ucs,0,4,48,182,492,Win
small,8,ucs,0,5,60,235,490,Win
small,8,ucs,0,6,33,121,527,Win
small,8,ucs,0,7,72,239,498,Win
small,8,ucs,0,8,61,222,522,Win
small,8,ucs,0,9,56,222,534,Win
small,8,ucs,0,10,82,305,518,Win
small,8,ucs,0,11,58,216,552,Win
small,8,astar,0,2,34,73,486,Win
small,8,astar,0,3,25,60,505,Win
small,8,astar,0,4,48,123,492,Win
small,8,astar,0,5,60,160,490,Win
small,8,astar,0,6,33,53,527,Win
small,8,astar,0,7,72,169,498,Win
small,8,astar,0,8,61,117,522,Win
small,8,astar,0,9,56,125,534,Win
small,8,astar,0,10,82,255,518,Win
small,8,astar,0,11,58,112,552,Win
small,8,bds,0,2,34,118,486,Win
small,8,bds,0,3,25,85,505,Win
small,8,bds,0,4,48,146,492,Win
small,8,bds,0,5,60,167,490,Win
small,8,bds,0,6,33,83,527,Win
small,8,bds,0,7,72,186,498,Win
small,8,bds,0,8,61,132,522,Win
small,8,bds,0,9,56,136,534,Win
small,8,bds,0,10,82,208,518,Win
small,8,bds,0,11,58,161,552,Win
small,9,dfs,0,2,71,115,487,Win
small,9,dfs,0,3,76,98,454,Win
small,9,dfs,0,4,73,101,494,Win
small,9,dfs,0,5,123,274,427,Win
small,9,dfs,0,6,192,365,373,Win
small,9,dfs,0,7,148,447,422,Win
small,9,dfs,0,8,128,610,470,Win
small,9,dfs,0,9,153,441,437,Win
small,9,dfs,0,10,182,698,418,Win
small,9,dfs,0,11,189,886,421,Win
small,9,bfs,0,2,15,58,505,Win
small,9,bfs,0,3,24,113,506,Win
small,9,bfs,0,4,29,155,511,Win
small,9,bfs,0,5,43,201,507,Win
small,9,bfs,0,6,46,204,519,Win
small,9,bfs,0,7,32,113,538,Win
small,9,bfs,0,8,54,241,526,Win
small,9,bfs,0,9,57,196,533,Win
small,9,bfs,0,10,50,196,550,Win
small,9,bfs,0,11,71,293,539,Win
small,9,ucs,0,2,15,58,505,Win
small,9,ucs,0,3,24,113,506,Win
small,9,ucs,0,4,29,155,511,Win
small,9,ucs,0,5,43,201,507,Win
small,9,ucs,0,6,46,204,519,Win
small,9,ucs,0,7,32,113,538,Win
small,9,ucs,0,8,54,241,526,Win
small,9,ucs,0,9,57,196,533,Win
small,9,ucs,0,10,50,196,550,Win
small,9,ucs,0,11,71,293,539,Win
small,9,astar,0,2,15,25,505,Win
small,9,astar,0,3,24,56,506,Win
small,9,astar,0,4,29,48,511,Win
small,9,astar,0,5,43,78,507,Win
small,9,astar,0,6,46,94,519,Win
small,9,astar,0,7,32,39,538,Win
small,9,astar,0,8,54,146,526,Win
small,9,astar,0,9,57,85,533,Win
small,9,astar,0,10,50,84,550,Win
small,9,astar,0,11,71,164,539,Win
small,9,bds,0,2,15,37,505,Win
small,9,bds,0,3,24,77,506,Win
small,9,bds,0,4,29,114,511,Win
small,9,bds,0,5,43,104,507,Win
small,9,bds,0,6,46,121,514,Win
small,9,bds,0,7,32,61,538,Win
small,9,bds,0,8,54,142,526,Win
small,9,bds,0,9,57,110,533,Win
small,9,bds,0,10,50,121,550,Win
small,9,bds,0,11,71,188,539,Win
medium,0,dfs,0,2,42,453,478,Win
medium,0,dfs,0,3,106,255,424,Win
medium,0,dfs,0,4,217,661,387,Win
medium,0,dfs,0,5,232,617,337,Win
medium,0,dfs,0,6,244,511,341,Win
medium,0,dfs,0,7,288,902,282,Win
medium,0,dfs,0,8,364,833,403,Win
medium,0,dfs,0,9,413,901,194,Win
medium,0,dfs,0,10,618,1223,125,Win
medium,0,dfs,0,11,313,789,297,Win
medium,0,bfs,0,2,30,151,490,Win
medium,0,bfs,0,3,54,303,476,Win
medium,0,bfs,0,4,73,397,467,Win
medium,0,bfs,0,5,72,410,478,Win
medium,0,bfs,0,6,60,295,500,Win
medium,0,bfs,0,7,60,275,510,Win
medium,0,bfs,0,8,86,397,494,Win
medium,0,bfs,0,9,73,369,517,Win
medium,0,bfs,0,10,116,549,484,Win
medium,0,bfs,0,11,79,401,531,Win
medium,0,ucs,0,2,30,151,490,Win
medium,0,ucs,0,3,54,303,476,Win
medium,0,ucs,0,4,73,397,467,Win
medium,0,ucs,0,5,72,410,478,Win
medium,0,ucs,0,6,60,295,500,Win
medium,0,ucs,0,7,60,275,510,Win
medium,0,ucs,0,8,86,397,494,Win
medium,0,ucs,0,9,73,369,517,Win
medium,0,ucs,0,10,116,549,484,Win
medium,0,ucs,0,11,79,401,531,Win
medium,0,astar,0,2,30,81,490,Win
medium,0,astar,0,3,54,146,476,Win
medium,0,astar,0,4,73,271,467,Win
medium,0,astar,0,5,72,165,478,Win
medium,0,astar,0,6,60,172,500,Win
medium,0,astar,0,7,60,107,510,Win
medium,0,astar,0,8,86,195,494,Win
medium,0,astar,0,9,73,155,517,Win
medium,0,astar,0,10,116,348,484,Win
medium,0,astar,0,11,79,190,531,Win
medium,0,bds,0,2,30,139,490,Win
medium,0,bds,0,3,54,198,476,Win
medium,0,bds,0,4,73,318,467,Win
medium,0,bds,0,5,72,303,478,Win
medium,0,bds,0,6,60,223,500,Win
medium,0,bds,0,7,60,183,510,Win
medium,0,bds,0,8,86,299,494,Win
medium,0,bds,0,9,73,224,517,Win
medium,0,bds,0,10,116,410,484,Win
medium,0,bds,0,11,79,231,531,Win
medium,1,dfs,0,2,94,223,426,Win
medium,1,dfs,0,3,144,441,386,Win
medium,1,dfs,0,4,197,357,469,Win
medium,1,dfs,0,5,174,315,440,Win
medium,1,dfs,0,6,148,378,419,Win
medium,1,dfs,0,7,192,552,378,Win
medium,1,dfs,0,8,374,974,206,Win
medium,1,dfs,0,9,288,961,332,Win
medium,1,dfs,0,10,289,827,311,Win
medium,1,dfs,0,11,303,1069,307,Win
medium,1,bfs,0,2,10,31,510,Win
medium,1,bfs,0,3,38,249,492,Win
medium,1,bfs,0,4,25,128,515,Win
medium,1,bfs,0,5,34,221,516,Win
medium,1,bfs,0,6,68,361,492,Win
medium,1,bfs,0,7,60,417,510,Win
medium,1,bfs,0,8,80,471,500,Win
medium,1,bfs,0,9,58,267,532,Win
medium,1,bfs,0,10,87,539,513,Win
medium,1,bfs,0,11,105,561,505,Win
medium,1,ucs,0,2,10,31,510,Win
medium,1,ucs,0,3,38,249,492,Win
medium,1,ucs,0,4,25,128,515,Win
medium,1,ucs,0,5,34,221,516,Win
medium,1,ucs,0,6,68,361,492,Win
medium,1,ucs,0,7,60,417,510,Win
medium,1,ucs,0,8,80,471,500,Win
medium,1,ucs,0,9,58,267,532,Win
medium,1,ucs,0,10,87,539,513,Win
medium,1,ucs,0,11,105,561,505,Win
medium,1,astar,0,2,10,12,510,Win
medium,1,astar,0,3,38,104,492,Win
medium,1,astar,0,4,25,29,515,Win
medium,1,astar,0,5,34,70,516,Win
medium,1,astar,0,6,68,162,492,Win
medium,1,astar,0,7,60,159,510,Win
medium,1,astar,0,8,80,213,500,Win
medium,1,astar,0,9,58,93,532,Win
medium,1,astar,0,10,87,316,513,Win
medium,1,astar,0,11,105,393,505,Win
medium,1,bds,0,2,10,21,510,Win
medium,1,bds,0,3,38,180,492,Win
medium,1,bds,0,4,25,86,515,Win
medium,1,bds,0,5,34,124,516,Win
medium,1,bds,0,6,68,245,492,Win
medium,1,bds,0,7,60,193,510,Win
medium,1,bds,0,8,80,318,500,Win
medium,1,bds,0,9,58,138,532,Win
medium,1,bds,0,10,87,275,513,Win
medium,1,bds,0,11,105,317,505,Win
medium,2,dfs,0,2,80,201,460,Win
medium,2,dfs,0,3,131,373,399,Win
medium,2,dfs,0,4,178,494,410,Win
medium,2,dfs,0,5,156,279,394,Win
medium,2,dfs,0,6,164,611,396,Win
medium,2,dfs,0,7,227,602,343,Win
medium,2,dfs,0,8,353,692,227,Win
medium,2,dfs,0,9,289,1175,301,Win
medium,2,dfs,0,10,343,970,257,Win
medium,2,dfs,0,11,484,1581,126,Win
medium,2,bfs,0,2,30,207,490,Win
medium,2,bfs,0,3,45,282,485,Win
medium,2,bfs,0,4,48,264,492,Win
medium,2,bfs,0,5,50,326,500,Win
medium,2,bfs,0,6,50,303,510,Win
medium,2,bfs,0,7,63,341,507,Win
medium,2,bfs,0,8,67,353,513,Win
medium,2,bfs,0,9,87,443,503,Win
medium,2,bfs,0,10,107,624,493,Win
medium,2,bfs,0,11,104,481,506,Win
medium,2,ucs,0,2,30,207,490,Win
medium,2,ucs,0,3,45,282,485,Win
medium,2,ucs,0,4,48,264,492,Win
medium,2,ucs,0,5,50,326,500,Win
medium,2,ucs,0,6,50,303,510,Win
medium,2,ucs,0,7,63,341,507,Win
medium,2,ucs,0,8,67,353,513,Win
medium,2,ucs,0,9,87,443,503,Win
medium,2,ucs,0,10,107,624,493,Win
medium,2,ucs,0,11,104,481,506,Win
medium,2,astar,0,2,30,54,490,Win
medium,2,astar,0,3,45,115,485,Win
medium,2,astar,0,4,48,93,492,Win
medium,2,astar,0,5,50,169,500,Win
medium,2,astar,0,6,50,101,510,Win
medium,2,astar,0,7,63,208,507,Win
medium,2,astar,0,8,67,222,513,Win
medium,2,astar,0,9,87,219,503,Win
medium,2,astar,0,10,107,483,493,Win
medium,2,astar,0,11,104,231,506,Win
medium,2,bds,0,2,30,124,490,Win
medium,2,bds,0,3,45,163,485,Win
medium,2,bds,0,4,48,138,492,Win
medium,2,bds,0,5,50,206,500,Win
medium,2,bds,0,6,50,165,510,Win
medium,2,bds,0,7,63,209,507,Win
medium,2,bds,0,8,67,253,513,Win
medium,2,bds,0,9,87,274,503,Win
medium,2,bds,0,10,107,377,493,Win
medium,2,bds,0,11,104,316,506,Win
medium,3,dfs,0,2,65,249,455,Win
medium,3,dfs,0,3,80,294,450,Win
medium,3,dfs,0,4,50,257,490,Win
medium,3,dfs,0,5,78,548,472,Win
medium,3,dfs,0,6,120,906,440,Win
medium,3,dfs,0,7,114,717,456,Win
medium,3,dfs,0,8,107,324,473,Win
medium,3,dfs,0,9,188,901,402,Win
medium,3,dfs,0,10,155,1077,466,Win
medium,3,dfs,0,11,182,1203,428,Win
medium,3,bfs,0,2,39,193,481,Win
medium,3,bfs,0,3,58,298,472,Win
medium,3,bfs,0,4,36,165,504,Win
medium,3,bfs,0,5,46,263,504,Win
medium,3,bfs,0,6,60,299,500,Win
medium,3,bfs,0,7,84,389,486,Win
medium,3,bfs,0,8,75,418,505,Win
medium,3,bfs,0,9,90,422,500,Win
medium,3,bfs,0,10,105,516,495,Win
medium,3,bfs,0,11,126,558,484,Win
medium,3,ucs,0,2,39,193,481,Win
medium,3,ucs,0,3,58,298,472,Win
medium,3,ucs,0,4,36,165,504,Win
medium,3,ucs,0,5,46,263,504,Win
medium,3,ucs,0,6,60,299,500,Win
medium,3,ucs,0,7,84,389,486,Win
medium,3,ucs,0,8,75,418,505,Win
medium,3,ucs,0,9,90,422,500,Win
medium,3,ucs,0,10,105,516,495,Win
medium,3,ucs,0,11,126,558,484,Win
medium,3,astar,0,2,39,94,481,Win
medium,3,astar,0,3,58,155,472,Win
medium,3,astar,0,4,36,66,504,Win
medium,3,astar,0,5,46,130,504,Win
medium,3,astar,0,6,60,131,500,Win
medium,3,astar,0,7,84,295,486,Win
medium,3,astar,0,8,75,219,505,Win
medium,3,astar,0,9,90,294,500,Win
medium,3,astar,0,10,105,385,495,Win
medium,3,astar,0,11,126,400,484,Win
medium,3,bds,0,2,39,139,481,Win
medium,3,bds,0,3,58,271,472,Win
medium,3,bds,0,4,36,115,504,Win
medium,3,bds,0,5,46,191,504,Win
medium,3,bds,0,6,60,192,500,Win
medium,3,bds,0,7,84,314,486,Win
medium,3,bds,0,8,75,290,505,Win
medium,3,bds,0,9,90,312,500,Win
medium,3,bds,0,10,105,378,495,Win
medium,3,bds,0,11,126,469,484,Win
medium,4,dfs,0,2,103,149,417,Win
medium,4,dfs,0,3,125,476,405,Win
medium,4,dfs,0,4,41,76,500,Win
medium,4,dfs,0,5,235,481,315,Win
medium,4,dfs,0,6,165,451,449,Win
medium,4,dfs,0,7,300,647,270,Win
medium,4,dfs,0,8,353,1081,227,Win
medium,4,dfs,0,9,421,1132,216,Win
medium,4,dfs,0,10,357,740,243,Win
medium,4,dfs,0,11,456,1294,154,Win
medium,4,bfs,0,2,31,250,489,Win
medium,4,bfs,0,3,63,385,467,Win
medium,4,bfs,0,4,35,227,505,Win
medium,4,bfs,0,5,87,522,463,Win
medium,4,bfs,0,6,61,270,499,Win
medium,4,bfs,0,7,52,277,518,Win
medium,4,bfs,0,8,101,577,479,Win
medium,4,bfs,0,9,125,636,465,Win
medium,4,bfs,0,10,73,382,527,Win
medium,4,bfs,0,11,100,555,510,Win
medium,4,ucs,0,2,31,250,489,Win
medium,4,ucs,0,3,63,385,467,Win
medium,4,ucs,0,4,35,227,505,Win
medium,4,ucs,0,5,87,522,463,Win
medium,4,ucs,0,6,61,270,499,Win
medium,4,ucs,0,7,52,277,518,Win
medium,4,ucs,0,8,101,577,479,Win
medium,4,ucs,0,9,125,636,465,Win
medium,4,ucs,0,10,73,382,527,Win
medium,4,ucs,0,11,100,555,510,Win
medium,4,astar,0,2,31,76,489,Win
medium,4,astar,0,3,63,196,467,Win
medium,4,astar,0,4,35,119,505,Win
medium,4,astar,0,5,87,265,463,Win
medium,4,astar,0,6,61,116,499,Win
medium,4,astar,0,7,52,87,518,Win
medium,4,astar,0,8,101,237,479,Win
medium,4,astar,0,9,125,365,465,Win
medium,4,astar,0,10,73,232,527,Win
medium,4,astar,0,11,100,298,510,Win
medium,4,bds,0,2,31,134,489,Win
medium,4,bds,0,3,63,233,467,Win
medium,4,bds,0,4,35,155,505,Win
medium,4,bds,0,5,87,353,463,Win
medium,4,bds,0,6,61,207,499,Win
medium,4,bds,0,7,52,135,518,Win
medium,4,bds,0,8,101,299,479,Win
medium,4,bds,0,9,125,385,465,Win
medium,4,bds,0,10,73,239,527,Win
medium,4,bds,0,11,100,328,510,Win
medium,5,dfs,0,2,53,370,467,Win
medium,5,dfs,0,3,94,348,436,Win
medium,5,dfs,0,4,125,675,415,Win
medium,5,dfs,0,5,99,304,463,Win
medium,5,dfs,0,6,133,733,427,Win
medium,5,dfs,0,7,231,724,350,Win
medium,5,dfs,0,8,178,732,404,Win
medium,5,dfs,0,9,172,1220,418,Win
medium,5,dfs,0,10,188,1219,412,Win
medium,5,dfs,0,11,223,1239,387,Win
medium,5,bfs,0,2,27,168,493,Win
medium,5,bfs,0,3,38,265,492,Win
medium,5,bfs,0,4,45,287,495,Win
medium,5,bfs,0,5,33,163,517,Win
medium,5,bfs,0,6,55,273,505,Win
medium,5,bfs,0,7,77,443,493,Win
medium,5,bfs,0,8,80,475,502,Win
medium,5,bfs,0,9,88,420,502,Win
medium,5,bfs,0,10,68,315,532,Win
medium,5,bfs,0,11,109,635,501,Win
medium,5,ucs,0,2,27,168,493,Win
medium,5,ucs,0,3,38,265,492,Win
medium,5,ucs,0,4,45,287,495,Win
medium,5,ucs,0,5,33,163,517,Win
medium,5,ucs,0,6,55,273,505,Win
medium,5,ucs,0,7,77,443,493,Win
medium,5,ucs,0,8,80,475,502,Win
medium,5,ucs,0,9,88,420,502,Win
medium,5,ucs,0,10,68,315,532,Win
medium,5,ucs,0,11,109,635,501,Win
medium,5,astar,0,2,27,98,493,Win
medium,5,astar,0,3,38,76,492,Win
medium,5,astar,0,4,45,85,495,Win
medium,5,astar,0,5,33,103,517,Win
medium,5,astar,0,6,55,83,505,Win
medium,5,astar,0,7,79,312,491,Win
