layout,layoutCount,algorithm,iteration,foodCount,cost,expandedNodes,score,result
medium,5,astar,0,8,80,315,502,Win
medium,5,astar,0,9,88,229,502,Win
medium,5,astar,0,10,68,150,532,Win
medium,5,astar,0,11,109,227,501,Win
medium,5,bds,0,2,27,123,493,Win
medium,5,bds,0,3,38,161,492,Win
medium,5,bds,0,4,45,195,495,Win
medium,5,bds,0,5,33,101,517,Win
medium,5,bds,0,6,55,173,505,Win
medium,5,bds,0,7,77,296,493,Win
medium,5,bds,0,8,80,317,502,Win
medium,5,bds,0,9,88,315,502,Win
medium,5,bds,0,10,68,195,532,Win
medium,5,bds,0,11,109,381,501,Win
medium,6,dfs,0,2,97,322,423,Win
medium,6,dfs,0,3,123,612,407,Win
medium,6,dfs,0,4,131,271,409,Win
medium,6,dfs,0,5,302,696,248,Win
medium,6,dfs,0,6,178,495,419,Win
medium,6,dfs,0,7,214,943,356,Win
medium,6,dfs,0,8,303,691,277,Win
medium,6,dfs,0,9,278,471,319,Win
medium,6,dfs,0,10,359,905,241,Win
medium,6,dfs,0,11,433,910,183,Win
medium,6,bfs,0,2,19,104,501,Win
medium,6,bfs,0,3,43,268,487,Win
medium,6,bfs,0,4,29,185,511,Win
medium,6,bfs,0,5,80,473,470,Win
medium,6,bfs,0,6,50,287,510,Win
medium,6,bfs,0,7,88,486,482,Win
medium,6,bfs,0,8,103,531,477,Win
medium,6,bfs,0,9,78,441,512,Win
medium,6,bfs,0,10,101,628,499,Win
medium,6,bfs,0,11,115,640,501,Win
medium,6,ucs,0,2,19,104,501,Win
medium,6,ucs,0,3,43,268,487,Win
medium,6,ucs,0,4,29,185,511,Win
medium,6,ucs,0,5,80,473,470,Win
medium,6,ucs,0,6,50,287,510,Win
medium,6,ucs,0,7,88,486,482,Win
medium,6,ucs,0,8,103,531,477,Win
medium,6,ucs,0,9,78,441,512,Win
medium,6,ucs,0,10,101,628,499,Win
medium,6,ucs,0,11,115,640,501,Win
medium,6,astar,0,2,19,35,501,Win
medium,6,astar,0,3,43,101,487,Win
medium,6,astar,0,4,29,56,511,Win
medium,6,astar,0,5,80,286,470,Win
medium,6,astar,0,6,50,187,510,Win
medium,6,astar,0,7,88,293,482,Win
medium,6,astar,0,8,103,410,477,Win
medium,6,astar,0,9,78,303,513,Win
medium,6,astar,0,10,101,337,499,Win
medium,6,astar,0,11,115,351,501,Win
medium,6,bds,0,2,19,77,501,Win
medium,6,bds,0,3,43,153,487,Win
medium,6,bds,0,4,29,110,511,Win
medium,6,bds,0,5,80,270,470,Win
medium,6,bds,0,6,50,215,510,Win
medium,6,bds,0,7,88,273,482,Win
medium,6,bds,0,8,103,392,477,Win
medium,6,bds,0,9,78,297,513,Win
medium,6,bds,0,10,101,333,499,Win
medium,6,bds,0,11,115,389,501,Win
medium,7,dfs,0,2,71,393,449,Win
medium,7,dfs,0,3,41,378,489,Win
medium,7,dfs,0,4,102,378,439,Win
medium,7,dfs,0,5,147,463,403,Win
medium,7,dfs,0,6,147,838,413,Win
medium,7,dfs,0,7,157,931,413,Win
medium,7,dfs,0,8,168,611,412,Win
medium,7,dfs,0,9,177,1218,413,Win
medium,7,dfs,0,10,197,685,403,Win
medium,7,dfs,0,11,193,932,417,Win
medium,7,bfs,0,2,53,311,467,Win
medium,7,bfs,0,3,21,111,509,Win
medium,7,bfs,0,4,60,273,481,Win
medium,7,bfs,0,5,75,362,475,Win
medium,7,bfs,0,6,83,462,477,Win
medium,7,bfs,0,7,91,457,479,Win
medium,7,bfs,0,8,96,567,484,Win
medium,7,bfs,0,9,77,370,513,Win
medium,7,bfs,0,10,111,521,489,Win
medium,7,bfs,0,11,93,530,517,Win
medium,7,ucs,0,2,53,311,467,Win
medium,7,ucs,0,3,21,111,509,Win
medium,7,ucs,0,4,60,273,481,Win
medium,7,ucs,0,5,75,362,475,Win
medium,7,ucs,0,6,83,462,477,Win
medium,7,ucs,0,7,91,457,479,Win
medium,7,ucs,0,8,96,567,484,Win
medium,7,ucs,0,9,77,370,513,Win
medium,7,ucs,0,10,111,521,489,Win
medium,7,ucs,0,11,93,530,517,Win
medium,7,astar,0,2,53,210,467,Win
medium,7,astar,0,3,21,41,509,Win
medium,7,astar,0,4,60,195,481,Win
medium,7,astar,0,5,75,241,475,Win
medium,7,astar,0,6,83,255,477,Win
medium,7,astar,0,7,91,212,479,Win
medium,7,astar,0,8,96,336,484,Win
medium,7,astar,0,9,77,258,513,Win
medium,7,astar,0,10,111,414,489,Win
medium,7,astar,0,11,93,396,517,Win
medium,7,bds,0,2,53,164,467,Win
medium,7,bds,0,3,21,78,509,Win
medium,7,bds,0,4,60,197,481,Win
medium,7,bds,0,5,75,308,475,Win
medium,7,bds,0,6,83,298,477,Win
medium,7,bds,0,7,91,287,479,Win
medium,7,bds,0,8,96,332,484,Win
medium,7,bds,0,9,77,278,513,Win
medium,7,bds,0,10,111,402,489,Win
medium,7,bds,0,11,93,315,517,Win
medium,8,dfs,0,2,40,155,480,Win
medium,8,dfs,0,3,73,325,457,Win
medium,8,dfs,0,4,92,341,448,Win
medium,8,dfs,0,5,177,592,373,Win
medium,8,dfs,0,6,148,520,412,Win
medium,8,dfs,0,7,103,504,493,Win
medium,8,dfs,0,8,143,689,437,Win
medium,8,dfs,0,9,203,852,387,Win
medium,8,dfs,0,10,189,1509,411,Win
medium,8,dfs,0,11,236,1319,374,Win
medium,8,bfs,0,2,26,141,494,Win
medium,8,bfs,0,3,43,251,487,Win
medium,8,bfs,0,4,48,259,492,Win
medium,8,bfs,0,5,89,538,461,Win
medium,8,bfs,0,6,78,468,482,Win
medium,8,bfs,0,7,55,284,515,Win
medium,8,bfs,0,8,89,603,491,Win
medium,8,bfs,0,9,119,606,471,Win
medium,8,bfs,0,10,95,495,505,Win
medium,8,bfs,0,11,132,671,478,Win
medium,8,ucs,0,2,26,141,494,Win
medium,8,ucs,0,3,43,251,487,Win
medium,8,ucs,0,4,48,259,492,Win
medium,8,ucs,0,5,89,538,461,Win
medium,8,ucs,0,6,78,468,482,Win
medium,8,ucs,0,7,55,284,515,Win
medium,8,ucs,0,8,89,603,491,Win
medium,8,ucs,0,9,119,606,471,Win
medium,8,ucs,0,10,95,495,505,Win
medium,8,ucs,0,11,132,671,478,Win
medium,8,astar,0,2,26,47,494,Win
medium,8,astar,0,3,43,121,487,Win
medium,8,astar,0,4,48,115,492,Win
medium,8,astar,0,5,89,306,461,Win
medium,8,astar,0,6,78,234,482,Win
medium,8,astar,0,7,55,143,515,Win
medium,8,astar,0,8,89,359,491,Win
medium,8,astar,0,9,121,406,469,Win
medium,8,astar,0,10,95,241,505,Win
medium,8,astar,0,11,132,544,478,Win
medium,8,bds,0,2,26,99,494,Win
medium,8,bds,0,3,43,162,487,Win
medium,8,bds,0,4,48,206,492,Win
medium,8,bds,0,5,89,372,461,Win
medium,8,bds,0,6,78,295,482,Win
medium,8,bds,0,7,55,198,515,Win
medium,8,bds,0,8,89,292,491,Win
medium,8,bds,0,9,119,460,471,Win
medium,8,bds,0,10,95,269,505,Win
medium,8,bds,0,11,132,452,478,Win
medium,9,dfs,0,2,46,94,474,Win
medium,9,dfs,0,3,105,355,425,Win
medium,9,dfs,0,4,208,537,332,Win
medium,9,dfs,0,5,111,488,439,Win
medium,9,dfs,0,6,240,918,320,Win
medium,9,dfs,0,7,163,467,420,Win
medium,9,dfs,0,8,264,1235,316,Win
medium,9,dfs,0,9,268,1235,322,Win
medium,9,dfs,0,10,231,1283,369,Win
medium,9,dfs,0,11,274,1306,336,Win
medium,9,bfs,0,2,30,152,490,Win
medium,9,bfs,0,3,23,150,507,Win
medium,9,bfs,0,4,98,553,442,Win
medium,9,bfs,0,5,55,261,495,Win
medium,9,bfs,0,6,88,531,472,Win
medium,9,bfs,0,7,61,318,509,Win
medium,9,bfs,0,8,104,545,476,Win
medium,9,bfs,0,9,88,442,502,Win
medium,9,bfs,0,10,85,433,515,Win
medium,9,bfs,0,11,130,746,480,Win
medium,9,ucs,0,2,30,152,490,Win
medium,9,ucs,0,3,23,150,507,Win
medium,9,ucs,0,4,98,553,442,Win
medium,9,ucs,0,5,55,261,495,Win
medium,9,ucs,0,6,88,531,472,Win
medium,9,ucs,0,7,61,318,509,Win
medium,9,ucs,0,8,104,545,476,Win
medium,9,ucs,0,9,88,442,502,Win
medium,9,ucs,0,10,85,433,515,Win
medium,9,ucs,0,11,130,746,480,Win
medium,9,astar,0,2,30,56,490,Win
medium,9,astar,0,3,23,34,507,Win
medium,9,astar,0,4,98,259,442,Win
medium,9,astar,0,5,55,111,495,Win
medium,9,astar,0,6,88,213,472,Win
medium,9,astar,0,7,61,114,509,Win
medium,9,astar,0,8,104,295,476,Win
medium,9,astar,0,9,88,291,502,Win
medium,9,astar,0,10,85,236,515,Win
medium,9,astar,0,11,130,337,480,Win
medium,9,bds,0,2,30,116,490,Win
medium,9,bds,0,3,23,78,507,Win
medium,9,bds,0,4,98,301,442,Win
medium,9,bds,0,5,55,169,495,Win
medium,9,bds,0,6,88,246,472,Win
medium,9,bds,0,7,61,181,509,Win
medium,9,bds,0,8,104,342,476,Win
medium,9,bds,0,9,88,303,502,Win
medium,9,bds,0,10,85,253,515,Win
medium,9,bds,0,11,130,432,480,Win
big,0,dfs,0,2,205,575,315,Win
big,0,dfs,0,3,194,478,336,Win
big,0,dfs,0,4,324,468,316,Win
big,0,dfs,0,5,448,1056,144,Win
big,0,dfs,0,6,273,733,292,Win
big,0,dfs,0,7,364,1790,206,Win
big,0,dfs,0,8,529,1708,51,Win
big,0,dfs,0,9,524,1595,66,Win
big,0,dfs,0,10,602,1439,-2,Win
big,0,dfs,0,11,604,2638,6,Win
big,0,bfs,0,2,39,441,481,Win
big,0,bfs,0,3,42,527,488,Win
big,0,bfs,0,4,16,75,524,Win
big,0,bfs,0,5,74,773,476,Win
big,0,bfs,0,6,51,553,509,Win
big,0,bfs,0,7,86,795,484,Win
big,0,bfs,0,8,75,713,505,Win
big,0,bfs,0,9,82,625,508,Win
big,0,bfs,0,10,86,814,514,Win
big,0,bfs,0,11,102,750,508,Win
big,0,ucs,0,2,39,441,481,Win
big,0,ucs,0,3,42,527,488,Win
big,0,ucs,0,4,16,75,524,Win
big,0,ucs,0,5,74,773,476,Win
big,0,ucs,0,6,51,553,509,Win
big,0,ucs,0,7,86,795,484,Win
big,0,ucs,0,8,75,713,505,Win
big,0,ucs,0,9,82,625,508,Win
big,0,ucs,0,10,86,814,514,Win
big,0,ucs,0,11,102,750,508,Win
big,0,astar,0,2,39,170,481,Win
big,0,astar,0,3,42,113,488,Win
big,0,astar,0,4,16,20,524,Win
big,0,astar,0,5,74,245,476,Win
big,0,astar,0,6,51,151,512,Win
big,0,astar,0,7,86,301,484,Win
big,0,astar,0,8,75,289,505,Win
big,0,astar,0,9,82,179,508,Win
big,0,astar,0,10,86,483,514,Win
big,0,astar,0,11,102,255,508,Win
big,0,bds,0,2,39,251,481,Win
big,0,bds,0,3,42,246,488,Win
big,0,bds,0,4,16,38,524,Win
big,0,bds,0,5,74,425,476,Win
big,0,bds,0,6,51,279,512,Win
big,0,bds,0,7,86,465,484,Win
big,0,bds,0,8,75,364,505,Win
big,0,bds,0,9,82,349,508,Win
big,0,bds,0,10,86,481,514,Win
big,0,bds,0,11,102,437,508,Win
big,1,dfs,0,2,197,597,323,Win
big,1,dfs,0,3,250,396,280,Win
big,1,dfs,0,4,440,998,100,Win
big,1,dfs,0,5,245,933,305,Win
big,1,dfs,0,6,552,1569,8,Win
big,1,dfs,0,7,415,1234,206,Win
big,1,dfs,0,8,414,1790,166,Win
big,1,dfs,0,9,394,2479,196,Win
big,1,dfs,0,10,686,1842,-86,Win
big,1,dfs,0,11,911,1469,-301,Win
big,1,bfs,0,2,33,251,487,Win
big,1,bfs,0,3,42,540,488,Win
big,1,bfs,0,4,52,517,488,Win
big,1,bfs,0,5,61,689,489,Win
big,1,bfs,0,6,66,692,494,Win
big,1,bfs,0,7,73,604,497,Win
big,1,bfs,0,8,58,420,522,Win
big,1,bfs,0,9,90,801,500,Win
big,1,bfs,0,10,102,729,498,Win
big,1,bfs,0,11,81,756,529,Win
big,1,ucs,0,2,33,251,487,Win
big,1,ucs,0,3,42,540,488,Win
big,1,ucs,0,4,52,517,488,Win
big,1,ucs,0,5,61,689,489,Win
big,1,ucs,0,6,66,692,494,Win
big,1,ucs,0,7,73,604,497,Win
big,1,ucs,0,8,58,420,522,Win
big,1,ucs,0,9,90,801,500,Win
big,1,ucs,0,10,102,729,498,Win
big,1,ucs,0,11,81,756,529,Win
big,1,astar,0,2,33,73,487,Win
big,1,astar,0,3,42,125,488,Win
big,1,astar,0,4,52,119,488,Win
big,1,astar,0,5,61,199,489,Win
big,1,astar,0,6,66,154,494,Win
big,1,astar,0,7,73,274,497,Win
big,1,astar,0,8,58,107,522,Win
big,1,astar,0,9,90,224,500,Win
big,1,astar,0,10,102,236,498,Win
big,1,astar,0,11,81,231,529,Win
big,1,bds,0,2,33,153,487,Win
big,1,bds,0,3,42,257,488,Win
big,1,bds,0,4,52,294,488,Win
big,1,bds,0,5,61,405,489,Win
big,1,bds,0,6,66,312,494,Win
big,1,bds,0,7,73,388,497,Win
big,1,bds,0,8,58,214,522,Win
big,1,bds,0,9,90,407,500,Win
big,1,bds,0,10,102,432,498,Win
big,1,bds,0,11,81,341,529,Win
big,2,dfs,0,2,156,448,364,Win
big,2,dfs,0,3,244,634,344,Win
big,2,dfs,0,4,502,839,355,Win
big,2,dfs,0,5,340,520,210,Win
big,2,dfs,0,6,574,1409,-14,Win
big,2,dfs,0,7,813,1374,-6,Win
big,2,dfs,0,8,741,1293,-161,Win
big,2,dfs,0,9,668,1827,-78,Win
big,2,dfs,0,10,1073,1846,-469,Win
big,2,dfs,0,11,1208,3061,-598,Win
big,2,bfs,0,2,24,248,496,Win
big,2,bfs,0,3,60,574,470,Win
big,2,bfs,0,4,58,570,482,Win
big,2,bfs,0,5,68,701,482,Win
big,2,bfs,0,6,70,666,490,Win
big,2,bfs,0,7,63,515,507,Win
big,2,bfs,0,8,79,683,501,Win
big,2,bfs,0,9,96,780,494,Win
big,2,bfs,0,10,79,637,523,Win
big,2,bfs,0,11,94,692,516,Win
big,2,ucs,0,2,24,248,496,Win
big,2,ucs,0,3,60,574,470,Win
big,2,ucs,0,4,58,570,482,Win
big,2,ucs,0,5,68,701,482,Win
big,2,ucs,0,6,70,666,490,Win
big,2,ucs,0,7,63,515,507,Win
big,2,ucs,0,8,79,683,501,Win
big,2,ucs,0,9,96,780,494,Win
big,2,ucs,0,10,79,637,523,Win
big,2,ucs,0,11,94,692,516,Win
big,2,astar,0,2,24,73,496,Win
big,2,astar,0,3,60,291,470,Win
big,2,astar,0,4,58,172,482,Win
big,2,astar,0,5,68,262,482,Win
big,2,astar,0,6,70,209,490,Win
big,2,astar,0,7,63,139,507,Win
big,2,astar,0,8,79,179,501,Win
big,2,astar,0,9,96,234,494,Win
big,2,astar,0,10,79,204,523,Win
big,2,astar,0,11,94,230,516,Win
big,2,bds,0,2,24,107,496,Win
big,2,bds,0,3,60,385,470,Win
big,2,bds,0,4,58,349,482,Win
big,2,bds,0,5,68,514,482,Win
big,2,bds,0,6,70,348,490,Win
big,2,bds,0,7,63,282,507,Win
big,2,bds,0,8,79,337,501,Win
big,2,bds,0,9,96,430,494,Win
big,2,bds,0,10,79,304,523,Win
big,2,bds,0,11,94,402,516,Win
big,3,dfs,0,2,161,289,392,Win
big,3,dfs,0,3,256,1041,317,Win
big,3,dfs,0,4,270,649,270,Win
big,3,dfs,0,5,421,1372,129,Win
big,3,dfs,0,6,335,1472,225,Win
big,3,dfs,0,7,483,1171,87,Win
big,3,dfs,0,8,503,1991,77,Win
big,3,dfs,0,9,587,1983,3,Win
big,3,dfs,0,10,646,1370,-46,Win
big,3,dfs,0,11,683,1520,-73,Win
big,3,bfs,0,2,31,324,489,Win
big,3,bfs,0,3,40,389,490,Win
big,3,bfs,0,4,44,396,496,Win
big,3,bfs,0,5,33,276,517,Win
big,3,bfs,0,6,55,519,505,Win
big,3,bfs,0,7,75,762,495,Win
big,3,bfs,0,8,109,1053,471,Win
big,3,bfs,0,9,113,1004,477,Win
big,3,bfs,0,10,118,1135,482,Win
big,3,bfs,0,11,105,974,505,Win
big,3,ucs,0,2,31,324,489,Win
big,3,ucs,0,3,40,389,490,Win
big,3,ucs,0,4,44,396,496,Win
big,3,ucs,0,5,33,276,517,Win
big,3,ucs,0,6,55,519,505,Win
big,3,ucs,0,7,75,762,495,Win
big,3,ucs,0,8,109,1053,471,Win
big,3,ucs,0,9,113,1004,477,Win
big,3,ucs,0,10,118,1135,482,Win
big,3,ucs,0,11,105,974,505,Win
big,3,astar,0,2,31,78,489,Win
big,3,astar,0,3,40,120,490,Win
big,3,astar,0,4,44,100,496,Win
big,3,astar,0,5,33,78,517,Win
big,3,astar,0,6,55,117,505,Win
big,3,astar,0,7,75,231,495,Win
big,3,astar,0,8,109,385,471,Win
big,3,astar,0,9,113,555,477,Win
big,3,astar,0,10,118,304,482,Win
big,3,astar,0,11,105,270,505,Win
big,3,bds,0,2,31,197,489,Win
big,3,bds,0,3,40,261,490,Win
big,3,bds,0,4,44,300,496,Win
big,3,bds,0,5,33,138,517,Win
big,3,bds,0,6,55,289,505,Win
big,3,bds,0,7,75,368,495,Win
big,3,bds,0,8,109,517,471,Win
big,3,bds,0,9,113,555,477,Win
big,3,bds,0,10,118,600,482,Win
big,3,bds,0,11,105,563,505,Win
big,4,dfs,0,2,150,667,422,Win
big,4,dfs,0,3,107,175,423,Win
big,4,dfs,0,4,418,1267,122,Win
big,4,dfs,0,5,437,744,120,Win
big,4,dfs,0,6,490,1979,70,Win
big,4,dfs,0,7,429,1158,141,Win
big,4,dfs,0,8,733,2679,-153,Win
big,4,dfs,0,9,686,1910,-96,Win
big,4,dfs,0,10,723,2147,-123,Win
big,4,dfs,0,11,693,3815,-70,Win
big,4,bfs,0,2,34,285,486,Win
big,4,bfs,0,3,27,199,503,Win
big,4,bfs,0,4,58,589,482,Win
big,4,bfs,0,5,73,707,477,Win
big,4,bfs,0,6,64,578,496,Win
big,4,bfs,0,7,63,644,507,Win
big,4,bfs,0,8,79,622,501,Win
big,4,bfs,0,9,80,745,510,Win
big,4,bfs,0,10,89,788,511,Win
big,4,bfs,0,11,137,1288,473,Win
big,4,ucs,0,2,34,285,486,Win
big,4,ucs,0,3,27,199,503,Win
big,4,ucs,0,4,58,589,482,Win
big,4,ucs,0,5,73,707,477,Win
big,4,ucs,0,6,64,578,496,Win
big,4,ucs,0,7,63,644,507,Win
big,4,ucs,0,8,79,622,501,Win
big,4,ucs,0,9,80,745,510,Win
big,4,ucs,0,10,89,788,511,Win
big,4,ucs,0,11,137,1288,473,Win
big,4,astar,0,2,34,113,486,Win
big,4,astar,0,3,27,57,503,Win
big,4,astar,0,4,58,234,482,Win
big,4,astar,0,5,73,257,477,Win
big,4,astar,0,6,66,180,494,Win
big,4,astar,0,7,63,153,507,Win
big,4,astar,0,8,79,153,501,Win
big,4,astar,0,9,80,175,510,Win
big,4,astar,0,10,89,236,511,Win
big,4,astar,0,11,137,767,476,Win
big,4,bds,0,2,34,176,486,Win
big,4,bds,0,3,27,98,503,Win
big,4,bds,0,4,58,408,482,Win
big,4,bds,0,5,73,370,477,Win
big,4,bds,0,6,64,360,496,Win
big,4,bds,0,7,63,388,507,Win
big,4,bds,0,8,79,359,501,Win
big,4,bds,0,9,80,453,510,Win
big,4,bds,0,10,89,411,511,Win
big,4,bds,0,11,137,730,476,Win
big,5,dfs,0,2,85,284,463,Win
big,5,dfs,0,3,374,937,156,Win
big,5,dfs,0,4,379,616,161,Win
big,5,dfs,0,5,331,739,219,Win
big,5,dfs,0,6,433,1529,175,Win
big,5,dfs,0,7,696,1888,60,Win
big,5,dfs,0,8,350,2130,230,Win
big,5,dfs,0,9,923,2221,-333,Win
big,5,dfs,0,10,472,847,228,Win
big,5,dfs,0,11,715,2102,140,Win
big,5,bfs,0,2,47,461,473,Win
big,5,bfs,0,3,54,475,476,Win
big,5,bfs,0,4,25,213,515,Win
big,5,bfs,0,5,55,447,495,Win
big,5,bfs,0,6,47,293,513,Win
big,5,bfs,0,7,74,619,496,Win
big,5,bfs,0,8,72,499,508,Win
big,5,bfs,0,9,101,683,489,Win
big,5,bfs,0,10,110,835,490,Win
big,5,bfs,0,11,91,595,519,Win
big,5,ucs,0,2,47,461,473,Win
big,5,ucs,0,3,54,475,476,Win
big,5,ucs,0,4,25,213,515,Win
big,5,ucs,0,5,55,447,495,Win
big,5,ucs,0,6,47,293,513,Win
big,5,ucs,0,7,74,619,496,Win
big,5,ucs,0,8,72,499,508,Win
big,5,ucs,0,9,101,683,489,Win
big,5,ucs,0,10,110,835,490,Win
big,5,ucs,0,11,91,595,519,Win
big,5,astar,0,2,47,236,473,Win
big,5,astar,0,3,54,289,476,Win
big,5,astar,0,4,25,52,515,Win
big,5,astar,0,5,55,141,495,Win
big,5,astar,0,6,47,73,513,Win
big,5,astar,0,7,74,214,496,Win
big,5,astar,0,8,72,217,508,Win
big,5,astar,0,9,101,301,489,Win
big,5,astar,0,10,110,509,490,Win
big,5,astar,0,11,91,229,519,Win
big,5,bds,0,2,47,283,473,Win
big,5,bds,0,3,54,336,476,Win
big,5,bds,0,4,25,117,515,Win
big,5,bds,0,5,55,310,495,Win
big,5,bds,0,6,47,165,513,Win
big,5,bds,0,7,74,388,496,Win
big,5,bds,0,8,72,401,508,Win
big,5,bds,0,9,101,478,489,Win
big,5,bds,0,10,110,691,490,Win
big,5,bds,0,11,91,324,519,Win
big,6,dfs,0,2,333,705,187,Win
big,6,dfs,0,3,265,387,265,Win
big,6,dfs,0,4,450,779,168,Win
big,6,dfs,0,5,612,957,207,Win
big,6,dfs,0,6,399,1255,161,Win
big,6,dfs,0,7,707,1623,-90,Win
big,6,dfs,0,8,797,1782,-123,Win
big,6,dfs,0,9,675,1875,-82,Win
big,6,dfs,0,10,767,2419,-167,Win
big,6,dfs,0,11,831,2105,-221,Win
big,6,bfs,0,2,21,165,499,Win
big,6,bfs,0,3,33,340,497,Win
big,6,bfs,0,4,46,452,494,Win
big,6,bfs,0,5,36,282,514,Win
big,6,bfs,0,6,53,493,507,Win
big,6,bfs,0,7,81,690,489,Win
big,6,bfs,0,8,107,1008,473,Win
big,6,bfs,0,9,71,529,519,Win
big,6,bfs,0,10,121,928,479,Win
big,6,bfs,0,11,119,1130,491,Win
big,6,ucs,0,2,21,165,499,Win
big,6,ucs,0,3,33,340,497,Win
big,6,ucs,0,4,46,452,494,Win
big,6,ucs,0,5,36,282,514,Win
big,6,ucs,0,6,53,493,507,Win
big,6,ucs,0,7,81,690,489,Win
big,6,ucs,0,8,107,1008,473,Win
big,6,ucs,0,9,71,529,519,Win
big,6,ucs,0,10,121,928,479,Win
big,6,ucs,0,11,119,1130,491,Win
big,6,astar,0,2,21,46,499,Win
big,6,astar,0,3,33,75,497,Win
big,6,astar,0,4,46,222,494,Win
big,6,astar,0,5,36,66,514,Win
big,6,astar,0,6,53,125,507,Win
big,6,astar,0,7,81,225,489,Win
big,6,astar,0,8,107,641,473,Win
big,6,astar,0,9,71,182,519,Win
big,6,astar,0,10,121,372,479,Win
big,6,astar,0,11,119,905,491,Win
big,6,bds,0,2,21,85,499,Win
big,6,bds,0,3,33,227,497,Win
big,6,bds,0,4,46,290,494,Win
big,6,bds,0,5,36,141,514,Win
big,6,bds,0,6,53,288,507,Win
big,6,bds,0,7,81,427,489,Win
big,6,bds,0,8,107,599,473,Win
big,6,bds,0,9,71,323,519,Win
big,6,bds,0,10,121,546,479,Win
big,6,bds,0,11,119,708,491,Win
big,7,dfs,0,2,210,274,310,Win
big,7,dfs,0,3,290,465,280,Win
big,7,dfs,0,4,621,967,41,Win
big,7,dfs,0,5,403,788,150,Win
big,7,dfs,0,6,529,1099,198,Win
big,7,dfs,0,7,744,1752,59,Win
big,7,dfs,0,8,609,1217,-29,Win
big,7,dfs,0,9,697,1364,-107,Win
big,7,dfs,0,10,1450,2694,-543,Win
big,7,dfs,0,11,789,2426,-179,Win
big,7,bfs,0,2,32,447,488,Win
big,7,bfs,0,3,46,491,484,Win
big,7,bfs,0,4,43,351,497,Win
big,7,bfs,0,5,43,468,507,Win
big,7,bfs,0,6,67,691,493,Win
big,7,bfs,0,7,60,532,510,Win
big,7,bfs,0,8,73,775,507,Win
big,7,bfs,0,9,81,826,509,Win
big,7,bfs,0,10,98,879,502,Win
big,7,bfs,0,11,107,1076,503,Win
big,7,ucs,0,2,32,447,488,Win
big,7,ucs,0,3,46,491,484,Win
big,7,ucs,0,4,43,351,497,Win
big,7,ucs,0,5,43,468,507,Win
big,7,ucs,0,6,67,691,493,Win
big,7,ucs,0,7,60,532,510,Win
big,7,ucs,0,8,73,775,507,Win
big,7,ucs,0,9,81,826,509,Win
big,7,ucs,0,10,98,879,502,Win
big,7,ucs,0,11,107,1076,503,Win
big,7,astar,0,2,32,88,488,Win
big,7,astar,0,3,46,150,484,Win
big,7,astar,0,4,43,90,497,Win
big,7,astar,0,5,43,158,507,Win
big,7,astar,0,6,67,154,493,Win
big,7,astar,0,7,60,121,510,Win
big,7,astar,0,8,73,273,507,Win
big,7,astar,0,9,83,242,507,Win
big,7,astar,0,10,102,261,498,Win
big,7,astar,0,11,107,620,503,Win
big,7,bds,0,2,32,294,488,Win
big,7,bds,0,3,46,308,484,Win
big,7,bds,0,4,43,175,497,Win
big,7,bds,0,5,43,245,507,Win
big,7,bds,0,6,67,389,493,Win
big,7,bds,0,7,60,288,510,Win
big,7,bds,0,8,73,450,507,Win
big,7,bds,0,9,81,401,509,Win
big,7,bds,0,10,98,508,502,Win
big,7,bds,0,11,107,548,503,Win
big,8,dfs,0,2,201,489,413,Win
big,8,dfs,0,3,301,526,229,Win
big,8,dfs,0,4,405,875,234,Win
big,8,dfs,0,5,402,740,148,Win
big,8,dfs,0,6,558,1472,2,Win
big,8,dfs,0,7,556,1631,14,Win
big,8,dfs,0,8,349,1897,231,Win
big,8,dfs,0,9,769,1536,33,Win
big,8,dfs,0,10,923,1633,-323,Win
big,8,dfs,0,11,887,1467,-277,Win
big,8,bfs,0,2,29,252,491,Win
big,8,bfs,0,3,53,596,477,Win
big,8,bfs,0,4,41,432,499,Win
big,8,bfs,0,5,46,493,504,Win
big,8,bfs,0,6,64,691,496,Win
big,8,bfs,0,7,90,794,480,Win
big,8,bfs,0,8,97,917,483,Win
big,8,bfs,0,9,69,561,521,Win
big,8,bfs,0,10,95,725,505,Win
big,8,bfs,0,11,87,741,523,Win
big,8,ucs,0,2,29,252,491,Win
big,8,ucs,0,3,53,596,477,Win
big,8,ucs,0,4,41,432,499,Win
big,8,ucs,0,5,46,493,504,Win
big,8,ucs,0,6,64,691,496,Win
big,8,ucs,0,7,90,794,480,Win
big,8,ucs,0,8,97,917,483,Win
big,8,ucs,0,9,69,561,521,Win
big,8,ucs,0,10,95,725,505,Win
big,8,ucs,0,11,87,741,523,Win
big,8,astar,0,2,29,60,491,Win
big,8,astar,0,3,53,160,477,Win
big,8,astar,0,4,41,92,499,Win
big,8,astar,0,5,46,116,504,Win
big,8,astar,0,6,64,154,496,Win
big,8,astar,0,7,90,187,480,Win
big,8,astar,0,8,97,436,483,Win
big,8,astar,0,9,71,166,519,Win
big,8,astar,0,10,95,215,505,Win
big,8,astar,0,11,87,210,523,Win
big,8,bds,0,2,29,173,491,Win
big,8,bds,0,3,53,283,477,Win
big,8,bds,0,4,41,222,499,Win
big,8,bds,0,5,46,322,504,Win
big,8,bds,0,6,64,403,496,Win
big,8,bds,0,7,90,419,480,Win
big,8,bds,0,8,97,457,483,Win
big,8,bds,0,9,69,302,521,Win
