layout,layoutCount,algorithm,iteration,cost,expandedNodes,score,result
medium,8,bfs,6,25,133,485,Win
medium,8,bfs,7,20,135,490,Win
medium,8,bfs,8,25,155,485,Win
medium,8,bfs,9,7,27,503,Win
medium,8,ucs,0,17,165,493,Win
medium,8,ucs,1,34,193,476,Win
medium,8,ucs,2,15,110,495,Win
medium,8,ucs,3,8,58,502,Win
medium,8,ucs,4,16,100,494,Win
medium,8,ucs,5,22,169,488,Win
medium,8,ucs,6,25,133,485,Win
medium,8,ucs,7,20,135,490,Win
medium,8,ucs,8,25,155,485,Win
medium,8,ucs,9,7,27,503,Win
medium,8,astar,0,17,48,493,Win
medium,8,astar,1,34,125,476,Win
medium,8,astar,2,15,36,495,Win
medium,8,astar,3,8,14,502,Win
medium,8,astar,4,16,41,494,Win
medium,8,astar,5,22,49,488,Win
medium,8,astar,6,25,58,485,Win
medium,8,astar,7,20,61,490,Win
medium,8,astar,8,25,65,485,Win
medium,8,astar,9,7,11,503,Win
medium,8,bds,0,17,58,493,Win
medium,8,bds,1,34,124,476,Win
medium,8,bds,2,15,79,495,Win
medium,8,bds,3,8,33,502,Win
medium,8,bds,4,16,100,494,Win
medium,8,bds,5,22,115,488,Win
medium,8,bds,6,25,107,485,Win
medium,8,bds,7,20,122,490,Win
medium,8,bds,8,25,128,485,Win
medium,8,bds,9,7,25,503,Win
medium,9,dfs,0,21,57,489,Win
medium,9,dfs,1,56,145,454,Win
medium,9,dfs,2,61,156,449,Win
medium,9,dfs,3,15,219,495,Win
medium,9,dfs,4,30,106,480,Win
medium,9,dfs,5,36,186,474,Win
medium,9,dfs,6,11,209,499,Win
medium,9,dfs,7,36,124,474,Win
medium,9,dfs,8,42,99,468,Win
medium,9,dfs,9,6,6,504,Win
medium,9,bfs,0,15,79,495,Win
medium,9,bfs,1,18,120,492,Win
medium,9,bfs,2,29,142,481,Win
medium,9,bfs,3,13,80,497,Win
medium,9,bfs,4,20,135,490,Win
medium,9,bfs,5,18,141,492,Win
medium,9,bfs,6,11,44,499,Win
medium,9,bfs,7,26,191,484,Win
medium,9,bfs,8,24,185,486,Win
medium,9,bfs,9,6,18,504,Win
medium,9,ucs,0,15,79,495,Win
medium,9,ucs,1,18,120,492,Win
medium,9,ucs,2,29,142,481,Win
medium,9,ucs,3,13,80,497,Win
medium,9,ucs,4,20,135,490,Win
medium,9,ucs,5,18,141,492,Win
medium,9,ucs,6,11,44,499,Win
medium,9,ucs,7,26,191,484,Win
medium,9,ucs,8,24,185,486,Win
medium,9,ucs,9,6,18,504,Win
medium,9,astar,0,15,23,495,Win
medium,9,astar,1,18,29,492,Win
medium,9,astar,2,29,79,481,Win
medium,9,astar,3,13,25,497,Win
medium,9,astar,4,20,38,490,Win
medium,9,astar,5,18,74,492,Win
medium,9,astar,6,11,21,499,Win
medium,9,astar,7,26,81,484,Win
medium,9,astar,8,24,76,486,Win
medium,9,astar,9,6,6,504,Win
medium,9,bds,0,15,72,495,Win
medium,9,bds,1,18,80,492,Win
medium,9,bds,2,29,79,481,Win
medium,9,bds,3,13,47,497,Win
medium,9,bds,4,20,75,490,Win
medium,9,bds,5,18,74,492,Win
medium,9,bds,6,11,45,499,Win
medium,9,bds,7,26,111,484,Win
medium,9,bds,8,24,78,486,Win
medium,9,bds,9,6,16,504,Win
big,0,dfs,0,107,352,403,Win
big,0,dfs,1,113,432,397,Win
big,0,dfs,2,71,197,439,Win
big,0,dfs,3,21,21,489,Win
big,0,dfs,4,127,172,383,Win
big,0,dfs,5,116,147,394,Win
big,0,dfs,6,87,333,423,Win
big,0,dfs,7,67,240,443,Win
big,0,dfs,8,125,292,385,Win
big,0,dfs,9,74,90,436,Win
big,0,bfs,0,17,248,493,Win
big,0,bfs,1,23,198,487,Win
big,0,bfs,2,27,225,483,Win
big,0,bfs,3,21,229,489,Win
big,0,bfs,4,23,195,487,Win
big,0,bfs,5,16,250,494,Win
big,0,bfs,6,1,2,509,Win
big,0,bfs,7,17,145,493,Win
big,0,bfs,8,37,336,473,Win
big,0,bfs,9,16,189,494,Win
big,0,ucs,0,17,248,493,Win
big,0,ucs,1,23,198,487,Win
big,0,ucs,2,27,225,483,Win
big,0,ucs,3,21,229,489,Win
big,0,ucs,4,23,195,487,Win
big,0,ucs,5,16,250,494,Win
big,0,ucs,6,1,2,509,Win
big,0,ucs,7,17,145,493,Win
big,0,ucs,8,37,336,473,Win
big,0,ucs,9,16,189,494,Win
big,0,astar,0,17,50,493,Win
big,0,astar,1,23,73,487,Win
big,0,astar,2,27,91,483,Win
big,0,astar,3,21,25,489,Win
big,0,astar,4,23,75,487,Win
big,0,astar,5,16,43,494,Win
big,0,astar,6,1,1,509,Win
big,0,astar,7,17,49,493,Win
big,0,astar,8,37,186,473,Win
big,0,astar,9,16,38,494,Win
big,0,bds,0,17,175,493,Win
big,0,bds,1,23,134,487,Win
big,0,bds,2,27,190,483,Win
big,0,bds,3,21,154,489,Win
big,0,bds,4,23,184,487,Win
big,0,bds,5,16,127,494,Win
big,0,bds,6,1,1,509,Win
big,0,bds,7,17,95,493,Win
big,0,bds,8,37,266,473,Win
big,0,bds,9,16,117,494,Win
big,1,dfs,0,46,206,464,Win
big,1,dfs,1,107,326,403,Win
big,1,dfs,2,54,457,456,Win
big,1,dfs,3,118,302,392,Win
big,1,dfs,4,109,185,401,Win
big,1,dfs,5,103,157,407,Win
big,1,dfs,6,48,419,462,Win
big,1,dfs,7,7,7,503,Win
big,1,dfs,8,108,346,402,Win
big,1,dfs,9,48,54,462,Win
big,1,bfs,0,10,82,500,Win
big,1,bfs,1,27,355,483,Win
big,1,bfs,2,20,143,490,Win
big,1,bfs,3,18,277,492,Win
big,1,bfs,4,27,288,483,Win
big,1,bfs,5,23,227,487,Win
big,1,bfs,6,12,171,498,Win
big,1,bfs,7,7,36,503,Win
big,1,bfs,8,6,28,504,Win
big,1,bfs,9,24,270,486,Win
big,1,ucs,0,10,82,500,Win
big,1,ucs,1,27,355,483,Win
big,1,ucs,2,20,143,490,Win
big,1,ucs,3,18,277,492,Win
big,1,ucs,4,27,288,483,Win
big,1,ucs,5,23,227,487,Win
big,1,ucs,6,12,171,498,Win
big,1,ucs,7,7,36,503,Win
big,1,ucs,8,6,28,504,Win
big,1,ucs,9,24,270,486,Win
big,1,astar,0,10,17,500,Win
big,1,astar,1,27,101,483,Win
big,1,astar,2,20,28,490,Win
big,1,astar,3,18,41,492,Win
big,1,astar,4,27,108,483,Win
big,1,astar,5,23,46,487,Win
big,1,astar,6,12,35,498,Win
big,1,astar,7,7,9,503,Win
big,1,astar,8,6,10,504,Win
big,1,astar,9,24,77,486,Win
big,1,bds,0,10,57,500,Win
big,1,bds,1,27,245,483,Win
big,1,bds,2,20,78,490,Win
big,1,bds,3,18,154,492,Win
big,1,bds,4,27,233,483,Win
big,1,bds,5,23,164,487,Win
big,1,bds,6,12,70,498,Win
big,1,bds,7,7,22,503,Win
big,1,bds,8,6,12,504,Win
big,1,bds,9,24,205,486,Win
big,2,dfs,0,117,218,393,Win
big,2,dfs,1,172,311,338,Win
big,2,dfs,2,50,50,460,Win
big,2,dfs,3,185,285,325,Win
big,2,dfs,4,149,332,361,Win
big,2,dfs,5,42,44,468,Win
big,2,dfs,6,25,33,485,Win
big,2,dfs,7,116,340,394,Win
big,2,dfs,8,121,162,389,Win
big,2,dfs,9,149,240,361,Win
big,2,bfs,0,9,76,501,Win
big,2,bfs,1,34,347,476,Win
big,2,bfs,2,20,266,490,Win
big,2,bfs,3,15,214,495,Win
big,2,bfs,4,9,88,501,Win
big,2,bfs,5,10,100,500,Win
big,2,bfs,6,17,283,493,Win
big,2,bfs,7,8,67,502,Win
big,2,bfs,8,13,132,497,Win
big,2,bfs,9,27,288,483,Win
big,2,ucs,0,9,76,501,Win
big,2,ucs,1,34,347,476,Win
big,2,ucs,2,20,266,490,Win
big,2,ucs,3,15,214,495,Win
big,2,ucs,4,9,88,501,Win
big,2,ucs,5,10,100,500,Win
big,2,ucs,6,17,283,493,Win
big,2,ucs,7,8,67,502,Win
big,2,ucs,8,13,132,497,Win
big,2,ucs,9,27,288,483,Win
big,2,astar,0,9,16,501,Win
big,2,astar,1,34,132,476,Win
big,2,astar,2,20,61,490,Win
big,2,astar,3,15,44,495,Win
big,2,astar,4,9,14,501,Win
big,2,astar,5,10,26,500,Win
big,2,astar,6,17,34,493,Win
big,2,astar,7,8,11,502,Win
big,2,astar,8,13,35,497,Win
big,2,astar,9,27,131,483,Win
big,2,bds,0,9,40,501,Win
big,2,bds,1,34,285,476,Win
big,2,bds,2,20,123,490,Win
big,2,bds,3,15,110,495,Win
big,2,bds,4,9,44,501,Win
big,2,bds,5,10,43,500,Win
big,2,bds,6,17,125,493,Win
big,2,bds,7,8,26,502,Win
big,2,bds,8,13,85,497,Win
big,2,bds,9,27,227,483,Win
big,3,dfs,0,84,366,426,Win
big,3,dfs,1,65,169,445,Win
big,3,dfs,2,74,107,436,Win
big,3,dfs,3,64,172,446,Win
big,3,dfs,4,75,408,435,Win
big,3,dfs,5,98,207,412,Win
big,3,dfs,6,125,264,385,Win
big,3,dfs,7,37,38,473,Win
big,3,dfs,8,103,158,407,Win
big,3,dfs,9,116,171,394,Win
big,3,bfs,0,22,302,488,Win
big,3,bfs,1,21,225,489,Win
big,3,bfs,2,10,130,500,Win
big,3,bfs,3,16,237,494,Win
big,3,bfs,4,19,310,491,Win
big,3,bfs,5,26,309,484,Win
big,3,bfs,6,21,171,489,Win
big,3,bfs,7,11,147,499,Win
big,3,bfs,8,29,373,481,Win
big,3,bfs,9,26,352,484,Win
big,3,ucs,0,22,302,488,Win
big,3,ucs,1,21,225,489,Win
big,3,ucs,2,10,130,500,Win
big,3,ucs,3,16,237,494,Win
big,3,ucs,4,19,310,491,Win
big,3,ucs,5,26,309,484,Win
big,3,ucs,6,21,171,489,Win
big,3,ucs,7,11,147,499,Win
big,3,ucs,8,29,373,481,Win
big,3,ucs,9,26,352,484,Win
big,3,astar,0,22,89,488,Win
big,3,astar,1,21,71,489,Win
big,3,astar,2,10,30,500,Win
big,3,astar,3,16,59,494,Win
big,3,astar,4,19,71,491,Win
big,3,astar,5,26,94,484,Win
big,3,astar,6,21,33,489,Win
big,3,astar,7,11,18,499,Win
big,3,astar,8,29,137,481,Win
big,3,astar,9,26,112,484,Win
big,3,bds,0,22,179,488,Win
big,3,bds,1,21,161,489,Win
big,3,bds,2,10,47,500,Win
big,3,bds,3,16,122,494,Win
big,3,bds,4,19,137,491,Win
big,3,bds,5,26,224,484,Win
big,3,bds,6,21,121,489,Win
big,3,bds,7,11,83,499,Win
big,3,bds,8,29,193,481,Win
big,3,bds,9,26,149,484,Win
big,4,dfs,0,6,6,504,Win
big,4,dfs,1,80,138,430,Win
big,4,dfs,2,135,356,375,Win
big,4,dfs,3,136,360,374,Win
big,4,dfs,4,140,260,370,Win
big,4,dfs,5,118,310,392,Win
big,4,dfs,6,72,476,438,Win
big,4,dfs,7,18,18,492,Win
big,4,dfs,8,66,405,444,Win
big,4,dfs,9,110,190,400,Win
big,4,bfs,0,6,38,504,Win
big,4,bfs,1,8,40,502,Win
big,4,bfs,2,3,13,507,Win
big,4,bfs,3,24,344,486,Win
big,4,bfs,4,30,231,480,Win
big,4,bfs,5,24,246,486,Win
big,4,bfs,6,22,265,488,Win
big,4,bfs,7,18,118,492,Win
big,4,bfs,8,18,297,492,Win
big,4,bfs,9,8,69,502,Win
big,4,ucs,0,6,38,504,Win
big,4,ucs,1,8,40,502,Win
big,4,ucs,2,3,13,507,Win
big,4,ucs,3,24,344,486,Win
big,4,ucs,4,30,231,480,Win
big,4,ucs,5,24,246,486,Win
big,4,ucs,6,22,265,488,Win
big,4,ucs,7,18,118,492,Win
big,4,ucs,8,18,297,492,Win
big,4,ucs,9,8,69,502,Win
big,4,astar,0,6,8,504,Win
big,4,astar,1,8,10,502,Win
big,4,astar,2,3,5,507,Win
big,4,astar,3,24,93,486,Win
big,4,astar,4,30,56,480,Win
big,4,astar,5,24,48,486,Win
big,4,astar,6,22,61,488,Win
big,4,astar,7,18,33,492,Win
big,4,astar,8,18,35,492,Win
big,4,astar,9,8,10,502,Win
big,4,bds,0,6,28,504,Win
big,4,bds,1,8,25,502,Win
big,4,bds,2,3,3,507,Win
big,4,bds,3,24,166,486,Win
big,4,bds,4,30,176,480,Win
big,4,bds,5,24,171,486,Win
big,4,bds,6,22,165,488,Win
big,4,bds,7,18,89,492,Win
big,4,bds,8,18,71,492,Win
big,4,bds,9,8,46,502,Win
big,5,dfs,0,102,363,408,Win
big,5,dfs,1,78,146,432,Win
big,5,dfs,2,39,492,471,Win
big,5,dfs,3,154,344,356,Win
big,5,dfs,4,182,365,328,Win
big,5,dfs,5,34,395,476,Win
big,5,dfs,6,121,398,389,Win
big,5,dfs,7,163,301,347,Win
big,5,dfs,8,31,491,479,Win
big,5,dfs,9,184,352,326,Win
big,5,bfs,0,10,78,500,Win
big,5,bfs,1,40,266,470,Win
big,5,bfs,2,21,178,489,Win
big,5,bfs,3,30,270,480,Win
big,5,bfs,4,26,335,484,Win
big,5,bfs,5,4,24,506,Win
big,5,bfs,6,11,79,499,Win
big,5,bfs,7,43,329,467,Win
big,5,bfs,8,11,103,499,Win
big,5,bfs,9,32,357,478,Win
big,5,ucs,0,10,78,500,Win
big,5,ucs,1,40,266,470,Win
big,5,ucs,2,21,178,489,Win
big,5,ucs,3,30,270,480,Win
big,5,ucs,4,26,335,484,Win
big,5,ucs,5,4,24,506,Win
big,5,ucs,6,11,79,499,Win
big,5,ucs,7,43,329,467,Win
big,5,ucs,8,11,103,499,Win
big,5,ucs,9,32,357,478,Win
big,5,astar,0,10,23,500,Win
big,5,astar,1,40,138,470,Win
big,5,astar,2,21,71,489,Win
big,5,astar,3,30,118,480,Win
big,5,astar,4,26,92,484,Win
big,5,astar,5,4,8,506,Win
big,5,astar,6,11,26,499,Win
big,5,astar,7,43,133,467,Win
big,5,astar,8,11,26,499,Win
big,5,astar,9,32,193,478,Win
big,5,bds,0,10,45,500,Win
big,5,bds,1,40,262,470,Win
big,5,bds,2,21,164,489,Win
big,5,bds,3,30,221,480,Win
big,5,bds,4,26,200,484,Win
big,5,bds,5,4,9,506,Win
big,5,bds,6,11,37,499,Win
big,5,bds,7,43,279,467,Win
big,5,bds,8,11,36,499,Win
big,5,bds,9,32,216,478,Win
big,6,dfs,0,135,227,375,Win
big,6,dfs,1,77,105,433,Win
big,6,dfs,2,73,105,437,Win
big,6,dfs,3,186,303,324,Win
big,6,dfs,4,19,21,491,Win
big,6,dfs,5,31,32,479,Win
big,6,dfs,6,61,115,449,Win
big,6,dfs,7,147,206,363,Win
big,6,dfs,8,144,422,366,Win
big,6,dfs,9,161,315,349,Win
big,6,bfs,0,9,81,501,Win
big,6,bfs,1,23,230,487,Win
big,6,bfs,2,13,47,497,Win
big,6,bfs,3,22,258,488,Win
big,6,bfs,4,9,66,501,Win
big,6,bfs,5,25,333,485,Win
big,6,bfs,6,29,362,481,Win
big,6,bfs,7,19,136,491,Win
big,6,bfs,8,24,288,486,Win
big,6,bfs,9,13,109,497,Win
big,6,ucs,0,9,81,501,Win
big,6,ucs,1,23,230,487,Win
big,6,ucs,2,13,47,497,Win
big,6,ucs,3,22,258,488,Win
big,6,ucs,4,9,66,501,Win
big,6,ucs,5,25,333,485,Win
big,6,ucs,6,29,362,481,Win
big,6,ucs,7,19,136,491,Win
big,6,ucs,8,24,288,486,Win
big,6,ucs,9,13,109,497,Win
big,6,astar,0,9,23,501,Win
big,6,astar,1,23,62,487,Win
big,6,astar,2,13,17,497,Win
big,6,astar,3,22,79,488,Win
big,6,astar,4,9,17,501,Win
big,6,astar,5,25,53,485,Win
big,6,astar,6,29,146,481,Win
big,6,astar,7,19,60,491,Win
big,6,astar,8,24,39,486,Win
big,6,astar,9,13,31,497,Win
big,6,bds,0,9,23,501,Win
big,6,bds,1,23,165,487,Win
big,6,bds,2,13,43,497,Win
big,6,bds,3,22,177,488,Win
big,6,bds,4,9,31,501,Win
big,6,bds,5,25,227,485,Win
big,6,bds,6,29,275,481,Win
big,6,bds,7,19,86,491,Win
big,6,bds,8,24,145,486,Win
big,6,bds,9,13,62,497,Win
big,7,dfs,0,90,459,420,Win
big,7,dfs,1,88,173,422,Win
big,7,dfs,2,71,91,439,Win
big,7,dfs,3,22,24,488,Win
big,7,dfs,4,88,330,422,Win
big,7,dfs,5,156,277,354,Win
big,7,dfs,6,107,144,403,Win
big,7,dfs,7,85,119,425,Win
big,7,dfs,8,185,249,325,Win
big,7,dfs,9,129,422,381,Win
big,7,bfs,0,28,295,482,Win
big,7,bfs,1,2,7,508,Win
big,7,bfs,2,21,273,489,Win
big,7,bfs,3,22,287,488,Win
big,7,bfs,4,12,86,498,Win
big,7,bfs,5,22,313,488,Win
big,7,bfs,6,13,197,497,Win
big,7,bfs,7,5,35,505,Win
big,7,bfs,8,19,247,491,Win
big,7,bfs,9,21,272,489,Win
big,7,ucs,0,28,295,482,Win
big,7,ucs,1,2,7,508,Win
big,7,ucs,2,21,273,489,Win
big,7,ucs,3,22,287,488,Win
big,7,ucs,4,12,86,498,Win
big,7,ucs,5,22,313,488,Win
big,7,ucs,6,13,197,497,Win
big,7,ucs,7,5,35,505,Win
big,7,ucs,8,19,247,491,Win
big,7,ucs,9,21,272,489,Win
big,7,astar,0,28,67,482,Win
big,7,astar,1,2,3,508,Win
big,7,astar,2,21,76,489,Win
big,7,astar,3,22,44,488,Win
big,7,astar,4,12,23,498,Win
big,7,astar,5,22,71,488,Win
big,7,astar,6,13,33,497,Win
big,7,astar,7,5,5,505,Win
big,7,astar,8,19,61,491,Win
big,7,astar,9,21,64,489,Win
big,7,bds,0,28,257,482,Win
big,7,bds,1,2,3,508,Win
big,7,bds,2,21,184,489,Win
big,7,bds,3,22,236,488,Win
big,7,bds,4,12,51,498,Win
big,7,bds,5,22,246,488,Win
big,7,bds,6,13,95,497,Win
big,7,bds,7,5,19,505,Win
big,7,bds,8,19,156,491,Win
big,7,bds,9,21,197,489,Win
big,8,dfs,0,132,257,378,Win
big,8,dfs,1,109,299,401,Win
big,8,dfs,2,103,300,407,Win
big,8,dfs,3,133,242,377,Win
big,8,dfs,4,186,300,324,Win
big,8,dfs,5,38,79,472,Win
big,8,dfs,6,151,188,359,Win
big,8,dfs,7,52,64,458,Win
big,8,dfs,8,82,92,428,Win
big,8,dfs,9,122,176,388,Win
big,8,bfs,0,16,179,494,Win
big,8,bfs,1,17,94,493,Win
big,8,bfs,2,3,8,507,Win
big,8,bfs,3,11,69,499,Win
big,8,bfs,4,24,345,486,Win
big,8,bfs,5,22,278,488,Win
big,8,bfs,6,9,85,501,Win
big,8,bfs,7,12,113,498,Win
big,8,bfs,8,2,6,508,Win
big,8,bfs,9,16,133,494,Win
big,8,ucs,0,16,179,494,Win
big,8,ucs,1,17,94,493,Win
big,8,ucs,2,3,8,507,Win
big,8,ucs,3,11,69,499,Win
big,8,ucs,4,24,345,486,Win
big,8,ucs,5,22,278,488,Win
big,8,ucs,6,9,85,501,Win
big,8,ucs,7,12,113,498,Win
big,8,ucs,8,2,6,508,Win
big,8,ucs,9,16,133,494,Win
big,8,astar,0,16,29,494,Win
big,8,astar,1,17,52,493,Win
big,8,astar,2,3,3,507,Win
big,8,astar,3,11,20,499,Win
big,8,astar,4,24,77,486,Win
big,8,astar,5,22,57,488,Win
big,8,astar,6,9,18,501,Win
big,8,astar,7,12,23,498,Win
big,8,astar,8,2,3,508,Win
big,8,astar,9,16,35,494,Win
big,8,bds,0,16,112,494,Win
big,8,bds,1,17,84,493,Win
big,8,bds,2,3,4,507,Win
big,8,bds,3,11,56,499,Win
big,8,bds,4,24,238,486,Win
big,8,bds,5,22,214,488,Win
big,8,bds,6,9,39,501,Win
big,8,bds,7,12,69,498,Win
big,8,bds,8,2,2,508,Win
big,8,bds,9,16,96,494,Win
big,9,dfs,0,141,258,369,Win
big,9,dfs,1,154,223,356,Win
big,9,dfs,2,94,161,416,Win
big,9,dfs,3,104,152,406,Win
big,9,dfs,4,70,457,440,Win
big,9,dfs,5,85,123,425,Win
big,9,dfs,6,62,100,448,Win
big,9,dfs,7,112,168,398,Win
big,9,dfs,8,151,341,359,Win
big,9,dfs,9,128,335,382,Win
big,9,bfs,0,17,163,493,Win
big,9,bfs,1,16,200,494,Win
big,9,bfs,2,8,63,502,Win
big,9,bfs,3,24,261,486,Win
big,9,bfs,4,10,58,500,Win
big,9,bfs,5,15,147,495,Win
big,9,bfs,6,20,168,490,Win
big,9,bfs,7,24,225,486,Win
big,9,bfs,8,19,186,491,Win
big,9,bfs,9,14,140,496,Win
big,9,ucs,0,17,163,493,Win
big,9,ucs,1,16,200,494,Win
big,9,ucs,2,8,63,502,Win
big,9,ucs,3,24,261,486,Win
big,9,ucs,4,10,58,500,Win
big,9,ucs,5,15,147,495,Win
big,9,ucs,6,20,168,490,Win
big,9,ucs,7,24,225,486,Win
big,9,ucs,8,19,186,491,Win
big,9,ucs,9,14,140,496,Win
big,9,astar,0,17,37,493,Win
big,9,astar,1,16,36,494,Win
big,9,astar,2,8,16,502,Win
big,9,astar,3,24,48,486,Win
big,9,astar,4,10,22,500,Win
big,9,astar,5,15,38,495,Win
big,9,astar,6,20,32,490,Win
big,9,astar,7,24,53,486,Win
big,9,astar,8,19,60,491,Win
big,9,astar,9,14,36,496,Win
big,9,bds,0,17,109,493,Win
big,9,bds,1,16,87,494,Win
big,9,bds,2,8,28,502,Win
big,9,bds,3,24,131,486,Win
big,9,bds,4,10,40,500,Win
big,9,bds,5,15,128,495,Win
big,9,bds,6,20,120,490,Win
big,9,bds,7,24,173,486,Win
big,9,bds,8,19,106,491,Win
big,9,bds,9,14,81,496,Win
