layout,layoutCount,algorithm,iteration,cost,expandedNodes,score,result
small,3,astar,8,12,26,498,Win
small,3,astar,9,11,12,499,Win
small,3,bds,0,9,29,501,Win
small,3,bds,1,15,36,495,Win
small,3,bds,2,8,18,502,Win
small,3,bds,3,10,32,500,Win
small,3,bds,4,4,12,506,Win
small,3,bds,5,6,18,504,Win
small,3,bds,6,6,9,504,Win
small,3,bds,7,20,63,490,Win
small,3,bds,8,12,41,498,Win
small,3,bds,9,11,41,499,Win
small,4,dfs,0,14,37,496,Win
small,4,dfs,1,41,83,469,Win
small,4,dfs,2,56,83,454,Win
small,4,dfs,3,50,88,460,Win
small,4,dfs,4,19,57,491,Win
small,4,dfs,5,5,115,505,Win
small,4,dfs,6,50,59,460,Win
small,4,dfs,7,28,34,482,Win
small,4,dfs,8,53,79,457,Win
small,4,dfs,9,24,26,486,Win
small,4,bfs,0,12,50,498,Win
small,4,bfs,1,33,94,477,Win
small,4,bfs,2,20,90,490,Win
small,4,bfs,3,26,81,484,Win
small,4,bfs,4,19,66,491,Win
small,4,bfs,5,5,22,505,Win
small,4,bfs,6,28,67,482,Win
small,4,bfs,7,16,60,494,Win
small,4,bfs,8,29,54,481,Win
small,4,bfs,9,8,26,502,Win
small,4,ucs,0,12,50,498,Win
small,4,ucs,1,33,94,477,Win
small,4,ucs,2,20,90,490,Win
small,4,ucs,3,26,81,484,Win
small,4,ucs,4,19,66,491,Win
small,4,ucs,5,5,22,505,Win
small,4,ucs,6,28,67,482,Win
small,4,ucs,7,16,60,494,Win
small,4,ucs,8,29,54,481,Win
small,4,ucs,9,8,26,502,Win
small,4,astar,0,12,17,498,Win
small,4,astar,1,33,86,477,Win
small,4,astar,2,20,54,490,Win
small,4,astar,3,26,76,484,Win
small,4,astar,4,19,41,491,Win
small,4,astar,5,5,8,505,Win
small,4,astar,6,28,52,482,Win
small,4,astar,7,16,34,494,Win
small,4,astar,8,29,49,481,Win
small,4,astar,9,8,10,502,Win
small,4,bds,0,12,36,498,Win
small,4,bds,1,33,81,477,Win
small,4,bds,2,20,60,490,Win
small,4,bds,3,26,84,484,Win
small,4,bds,4,19,71,491,Win
small,4,bds,5,5,8,505,Win
small,4,bds,6,28,81,482,Win
small,4,bds,7,16,42,494,Win
small,4,bds,8,29,78,481,Win
small,4,bds,9,8,23,502,Win
small,5,dfs,0,2,104,508,Win
small,5,dfs,1,15,22,495,Win
small,5,dfs,2,36,68,474,Win
small,5,dfs,3,11,105,499,Win
small,5,dfs,4,6,94,504,Win
small,5,dfs,5,19,49,491,Win
small,5,dfs,6,21,22,489,Win
small,5,dfs,7,15,84,495,Win
small,5,dfs,8,18,97,492,Win
small,5,dfs,9,21,31,489,Win
small,5,bfs,0,2,8,508,Win
small,5,bfs,1,13,74,497,Win
small,5,bfs,2,26,97,484,Win
small,5,bfs,3,9,49,501,Win
small,5,bfs,4,2,4,508,Win
small,5,bfs,5,13,61,497,Win
small,5,bfs,6,21,83,489,Win
small,5,bfs,7,13,72,497,Win
small,5,bfs,8,16,86,494,Win
small,5,bfs,9,11,65,499,Win
small,5,ucs,0,2,8,508,Win
small,5,ucs,1,13,74,497,Win
small,5,ucs,2,26,97,484,Win
small,5,ucs,3,9,49,501,Win
small,5,ucs,4,2,4,508,Win
small,5,ucs,5,13,61,497,Win
small,5,ucs,6,21,83,489,Win
small,5,ucs,7,13,72,497,Win
small,5,ucs,8,16,86,494,Win
small,5,ucs,9,11,65,499,Win
small,5,astar,0,2,2,508,Win
small,5,astar,1,13,23,497,Win
small,5,astar,2,26,60,484,Win
small,5,astar,3,9,15,501,Win
small,5,astar,4,2,3,508,Win
small,5,astar,5,13,19,497,Win
small,5,astar,6,21,41,489,Win
small,5,astar,7,13,20,497,Win
small,5,astar,8,16,43,494,Win
small,5,astar,9,11,17,499,Win
small,5,bds,0,2,3,508,Win
small,5,bds,1,13,39,497,Win
small,5,bds,2,26,68,484,Win
small,5,bds,3,9,28,501,Win
small,5,bds,4,2,2,508,Win
small,5,bds,5,13,41,497,Win
small,5,bds,6,21,70,489,Win
small,5,bds,7,13,54,497,Win
small,5,bds,8,16,67,494,Win
small,5,bds,9,11,33,499,Win
small,6,dfs,0,33,63,477,Win
small,6,dfs,1,15,100,495,Win
small,6,dfs,2,22,36,488,Win
small,6,dfs,3,16,17,494,Win
small,6,dfs,4,28,31,482,Win
small,6,dfs,5,21,52,489,Win
small,6,dfs,6,4,4,506,Win
small,6,dfs,7,13,28,497,Win
small,6,dfs,8,18,98,492,Win
small,6,dfs,9,36,61,474,Win
small,6,bfs,0,25,89,485,Win
small,6,bfs,1,7,22,503,Win
small,6,bfs,2,8,44,502,Win
small,6,bfs,3,12,70,498,Win
small,6,bfs,4,22,86,488,Win
small,6,bfs,5,9,55,501,Win
small,6,bfs,6,2,3,508,Win
small,6,bfs,7,5,18,505,Win
small,6,bfs,8,16,66,494,Win
small,6,bfs,9,18,69,492,Win
small,6,ucs,0,25,89,485,Win
small,6,ucs,1,7,22,503,Win
small,6,ucs,2,8,44,502,Win
small,6,ucs,3,12,70,498,Win
small,6,ucs,4,22,86,488,Win
small,6,ucs,5,9,55,501,Win
small,6,ucs,6,2,3,508,Win
small,6,ucs,7,5,18,505,Win
small,6,ucs,8,16,66,494,Win
small,6,ucs,9,18,69,492,Win
small,6,astar,0,25,49,485,Win
small,6,astar,1,7,10,503,Win
small,6,astar,2,8,11,502,Win
small,6,astar,3,12,21,498,Win
small,6,astar,4,22,47,488,Win
small,6,astar,5,9,17,501,Win
small,6,astar,6,2,2,508,Win
small,6,astar,7,5,10,505,Win
small,6,astar,8,16,33,494,Win
small,6,astar,9,18,33,492,Win
small,6,bds,0,25,62,485,Win
small,6,bds,1,7,10,503,Win
small,6,bds,2,8,25,502,Win
small,6,bds,3,12,47,498,Win
small,6,bds,4,22,54,488,Win
small,6,bds,5,9,38,501,Win
small,6,bds,6,2,2,508,Win
small,6,bds,7,5,10,505,Win
small,6,bds,8,16,45,494,Win
small,6,bds,9,18,54,492,Win
small,7,dfs,0,17,28,493,Win
small,7,dfs,1,6,13,504,Win
small,7,dfs,2,25,69,485,Win
small,7,dfs,3,18,19,492,Win
small,7,dfs,4,19,78,491,Win
small,7,dfs,5,17,26,493,Win
small,7,dfs,6,6,9,504,Win
small,7,dfs,7,22,56,488,Win
small,7,dfs,8,32,41,478,Win
small,7,dfs,9,22,36,488,Win
small,7,bfs,0,13,72,497,Win
small,7,bfs,1,2,6,508,Win
small,7,bfs,2,15,74,495,Win
small,7,bfs,3,16,68,494,Win
small,7,bfs,4,15,48,495,Win
small,7,bfs,5,7,28,503,Win
small,7,bfs,6,6,12,504,Win
small,7,bfs,7,14,61,496,Win
small,7,bfs,8,10,34,500,Win
small,7,bfs,9,10,42,500,Win
small,7,ucs,0,13,72,497,Win
small,7,ucs,1,2,6,508,Win
small,7,ucs,2,15,74,495,Win
small,7,ucs,3,16,68,494,Win
small,7,ucs,4,15,48,495,Win
small,7,ucs,5,7,28,503,Win
small,7,ucs,6,6,12,504,Win
small,7,ucs,7,14,61,496,Win
small,7,ucs,8,10,34,500,Win
small,7,ucs,9,10,42,500,Win
small,7,astar,0,13,27,497,Win
small,7,astar,1,2,2,508,Win
small,7,astar,2,15,39,495,Win
small,7,astar,3,16,25,494,Win
small,7,astar,4,15,27,495,Win
small,7,astar,5,7,9,503,Win
small,7,astar,6,6,9,504,Win
small,7,astar,7,14,27,496,Win
small,7,astar,8,10,16,500,Win
small,7,astar,9,10,21,500,Win
small,7,bds,0,13,63,497,Win
small,7,bds,1,2,3,508,Win
small,7,bds,2,15,60,495,Win
small,7,bds,3,16,52,494,Win
small,7,bds,4,15,34,495,Win
small,7,bds,5,7,20,503,Win
small,7,bds,6,6,10,504,Win
small,7,bds,7,14,62,496,Win
small,7,bds,8,10,29,500,Win
small,7,bds,9,10,29,500,Win
small,8,dfs,0,37,75,473,Win
small,8,dfs,1,6,117,504,Win
small,8,dfs,2,33,61,477,Win
small,8,dfs,3,4,108,506,Win
small,8,dfs,4,28,35,482,Win
small,8,dfs,5,9,10,501,Win
small,8,dfs,6,22,28,488,Win
small,8,dfs,7,14,20,496,Win
small,8,dfs,8,21,33,489,Win
small,8,dfs,9,23,35,487,Win
small,8,bfs,0,19,63,491,Win
small,8,bfs,1,6,21,504,Win
small,8,bfs,2,13,74,497,Win
small,8,bfs,3,2,6,508,Win
small,8,bfs,4,16,51,494,Win
small,8,bfs,5,1,2,509,Win
small,8,bfs,6,22,91,488,Win
small,8,bfs,7,12,39,498,Win
small,8,bfs,8,17,80,493,Win
small,8,bfs,9,19,77,491,Win
small,8,ucs,0,19,63,491,Win
small,8,ucs,1,6,21,504,Win
small,8,ucs,2,13,74,497,Win
small,8,ucs,3,2,6,508,Win
small,8,ucs,4,16,51,494,Win
small,8,ucs,5,1,2,509,Win
small,8,ucs,6,22,91,488,Win
small,8,ucs,7,12,39,498,Win
small,8,ucs,8,17,80,493,Win
small,8,ucs,9,19,77,491,Win
small,8,astar,0,19,42,491,Win
small,8,astar,1,6,8,504,Win
small,8,astar,2,13,24,497,Win
small,8,astar,3,2,2,508,Win
small,8,astar,4,16,39,494,Win
small,8,astar,5,1,1,509,Win
small,8,astar,6,22,43,488,Win
small,8,astar,7,12,21,498,Win
small,8,astar,8,17,43,493,Win
small,8,astar,9,19,46,491,Win
small,8,bds,0,19,72,491,Win
small,8,bds,1,6,9,504,Win
small,8,bds,2,13,40,497,Win
small,8,bds,3,2,4,508,Win
small,8,bds,4,16,64,494,Win
small,8,bds,5,1,1,509,Win
small,8,bds,6,22,61,488,Win
small,8,bds,7,12,34,498,Win
small,8,bds,8,17,76,493,Win
small,8,bds,9,19,71,491,Win
small,9,dfs,0,33,78,477,Win
small,9,dfs,1,48,62,462,Win
small,9,dfs,2,41,51,469,Win
small,9,dfs,3,48,56,462,Win
small,9,dfs,4,12,21,498,Win
small,9,dfs,5,37,69,473,Win
small,9,dfs,6,11,118,499,Win
small,9,dfs,7,29,39,481,Win
small,9,dfs,8,33,55,477,Win
small,9,dfs,9,7,7,503,Win
small,9,bfs,0,21,89,489,Win
small,9,bfs,1,4,15,506,Win
small,9,bfs,2,11,49,499,Win
small,9,bfs,3,4,7,506,Win
small,9,bfs,4,4,19,506,Win
small,9,bfs,5,9,43,501,Win
small,9,bfs,6,5,22,505,Win
small,9,bfs,7,23,88,487,Win
small,9,bfs,8,9,54,501,Win
small,9,bfs,9,5,26,505,Win
small,9,ucs,0,21,89,489,Win
small,9,ucs,1,4,15,506,Win
small,9,ucs,2,11,49,499,Win
small,9,ucs,3,4,7,506,Win
small,9,ucs,4,4,19,506,Win
small,9,ucs,5,9,43,501,Win
small,9,ucs,6,5,22,505,Win
small,9,ucs,7,23,88,487,Win
small,9,ucs,8,9,54,501,Win
small,9,ucs,9,5,26,505,Win
small,9,astar,0,21,40,489,Win
small,9,astar,1,4,5,506,Win
small,9,astar,2,11,18,499,Win
small,9,astar,3,4,6,506,Win
small,9,astar,4,4,5,506,Win
small,9,astar,5,9,16,501,Win
small,9,astar,6,5,9,505,Win
small,9,astar,7,23,52,487,Win
small,9,astar,8,9,17,501,Win
small,9,astar,9,5,5,505,Win
small,9,bds,0,21,71,489,Win
small,9,bds,1,4,5,506,Win
small,9,bds,2,11,36,499,Win
small,9,bds,3,4,4,506,Win
small,9,bds,4,4,11,506,Win
small,9,bds,5,9,29,501,Win
small,9,bds,6,5,10,505,Win
small,9,bds,7,23,70,487,Win
small,9,bds,8,9,34,501,Win
small,9,bds,9,5,17,505,Win
medium,0,dfs,0,17,28,493,Win
medium,0,dfs,1,76,107,434,Win
medium,0,dfs,2,55,108,455,Win
medium,0,dfs,3,19,21,491,Win
medium,0,dfs,4,66,126,444,Win
medium,0,dfs,5,93,158,417,Win
medium,0,dfs,6,79,158,431,Win
medium,0,dfs,7,27,51,483,Win
medium,0,dfs,8,87,123,423,Win
medium,0,dfs,9,59,215,451,Win
medium,0,bfs,0,9,51,501,Win
medium,0,bfs,1,32,186,478,Win
medium,0,bfs,2,13,90,497,Win
medium,0,bfs,3,11,70,499,Win
medium,0,bfs,4,30,160,480,Win
medium,0,bfs,5,25,157,485,Win
medium,0,bfs,6,29,176,481,Win
medium,0,bfs,7,21,106,489,Win
medium,0,bfs,8,25,101,485,Win
medium,0,bfs,9,21,140,489,Win
medium,0,ucs,0,9,51,501,Win
medium,0,ucs,1,32,186,478,Win
medium,0,ucs,2,13,90,497,Win
medium,0,ucs,3,11,70,499,Win
medium,0,ucs,4,30,160,480,Win
medium,0,ucs,5,25,157,485,Win
medium,0,ucs,6,29,176,481,Win
medium,0,ucs,7,21,106,489,Win
medium,0,ucs,8,25,101,485,Win
medium,0,ucs,9,21,140,489,Win
medium,0,astar,0,9,15,501,Win
medium,0,astar,1,32,128,478,Win
medium,0,astar,2,13,33,497,Win
medium,0,astar,3,11,23,499,Win
medium,0,astar,4,30,78,480,Win
medium,0,astar,5,25,79,485,Win
medium,0,astar,6,29,126,481,Win
medium,0,astar,7,21,61,489,Win
medium,0,astar,8,25,51,485,Win
medium,0,astar,9,21,72,489,Win
medium,0,bds,0,9,28,501,Win
medium,0,bds,1,32,134,478,Win
medium,0,bds,2,13,41,497,Win
medium,0,bds,3,11,29,499,Win
medium,0,bds,4,30,120,480,Win
medium,0,bds,5,25,120,485,Win
medium,0,bds,6,29,147,481,Win
medium,0,bds,7,21,116,489,Win
medium,0,bds,8,25,97,485,Win
medium,0,bds,9,21,107,489,Win
medium,1,dfs,0,91,159,419,Win
medium,1,dfs,1,26,27,484,Win
medium,1,dfs,2,14,15,496,Win
medium,1,dfs,3,18,55,492,Win
medium,1,dfs,4,72,135,438,Win
medium,1,dfs,5,14,15,496,Win
medium,1,dfs,6,62,91,448,Win
medium,1,dfs,7,71,100,439,Win
medium,1,dfs,8,80,184,430,Win
medium,1,dfs,9,33,220,477,Win
medium,1,bfs,0,11,59,499,Win
medium,1,bfs,1,20,188,490,Win
medium,1,bfs,2,4,19,506,Win
medium,1,bfs,3,18,182,492,Win
medium,1,bfs,4,18,93,492,Win
medium,1,bfs,5,4,19,506,Win
medium,1,bfs,6,12,114,498,Win
medium,1,bfs,7,19,74,491,Win
medium,1,bfs,8,4,12,506,Win
medium,1,bfs,9,27,190,483,Win
medium,1,ucs,0,11,59,499,Win
medium,1,ucs,1,20,188,490,Win
medium,1,ucs,2,4,19,506,Win
medium,1,ucs,3,18,182,492,Win
medium,1,ucs,4,18,93,492,Win
medium,1,ucs,5,4,19,506,Win
medium,1,ucs,6,12,114,498,Win
medium,1,ucs,7,19,74,491,Win
medium,1,ucs,8,4,12,506,Win
medium,1,ucs,9,27,190,483,Win
medium,1,astar,0,11,19,499,Win
medium,1,astar,1,20,99,490,Win
medium,1,astar,2,4,5,506,Win
medium,1,astar,3,18,49,492,Win
medium,1,astar,4,18,40,492,Win
medium,1,astar,5,4,5,506,Win
medium,1,astar,6,12,24,498,Win
medium,1,astar,7,19,44,491,Win
medium,1,astar,8,4,4,506,Win
medium,1,astar,9,27,72,483,Win
medium,1,bds,0,11,32,499,Win
medium,1,bds,1,20,66,490,Win
medium,1,bds,2,4,7,506,Win
medium,1,bds,3,18,103,492,Win
medium,1,bds,4,18,94,492,Win
medium,1,bds,5,4,7,506,Win
medium,1,bds,6,12,72,498,Win
medium,1,bds,7,19,51,491,Win
medium,1,bds,8,4,9,506,Win
medium,1,bds,9,27,129,483,Win
medium,2,dfs,0,52,180,458,Win
medium,2,dfs,1,63,87,447,Win
medium,2,dfs,2,30,34,480,Win
medium,2,dfs,3,25,53,485,Win
medium,2,dfs,4,28,61,482,Win
medium,2,dfs,5,67,122,443,Win
medium,2,dfs,6,66,133,444,Win
medium,2,dfs,7,57,188,453,Win
medium,2,dfs,8,34,172,476,Win
medium,2,dfs,9,63,112,447,Win
medium,2,bfs,0,10,67,500,Win
medium,2,bfs,1,17,170,493,Win
medium,2,bfs,2,10,82,500,Win
medium,2,bfs,3,17,86,493,Win
medium,2,bfs,4,28,192,482,Win
medium,2,bfs,5,15,124,495,Win
medium,2,bfs,6,2,5,508,Win
medium,2,bfs,7,23,193,487,Win
medium,2,bfs,8,24,161,486,Win
medium,2,bfs,9,29,164,481,Win
medium,2,ucs,0,10,67,500,Win
medium,2,ucs,1,17,170,493,Win
medium,2,ucs,2,10,82,500,Win
medium,2,ucs,3,17,86,493,Win
medium,2,ucs,4,28,192,482,Win
medium,2,ucs,5,15,124,495,Win
medium,2,ucs,6,2,5,508,Win
medium,2,ucs,7,23,193,487,Win
medium,2,ucs,8,24,161,486,Win
medium,2,ucs,9,29,164,481,Win
medium,2,astar,0,10,22,500,Win
medium,2,astar,1,17,52,493,Win
medium,2,astar,2,10,16,500,Win
medium,2,astar,3,17,26,493,Win
medium,2,astar,4,28,119,482,Win
medium,2,astar,5,15,33,495,Win
medium,2,astar,6,2,2,508,Win
medium,2,astar,7,23,70,487,Win
medium,2,astar,8,24,67,486,Win
medium,2,astar,9,29,82,481,Win
medium,2,bds,0,10,39,500,Win
medium,2,bds,1,17,101,493,Win
medium,2,bds,2,10,37,500,Win
medium,2,bds,3,17,69,493,Win
medium,2,bds,4,28,162,482,Win
medium,2,bds,5,15,91,495,Win
medium,2,bds,6,2,3,508,Win
medium,2,bds,7,23,83,487,Win
medium,2,bds,8,24,141,486,Win
medium,2,bds,9,29,123,481,Win
medium,3,dfs,0,19,239,491,Win
medium,3,dfs,1,45,131,465,Win
medium,3,dfs,2,35,212,475,Win
medium,3,dfs,3,20,178,490,Win
medium,3,dfs,4,6,6,504,Win
medium,3,dfs,5,3,6,507,Win
medium,3,dfs,6,9,218,501,Win
medium,3,dfs,7,51,102,459,Win
medium,3,dfs,8,35,39,475,Win
medium,3,dfs,9,21,110,489,Win
medium,3,bfs,0,11,65,499,Win
medium,3,bfs,1,35,169,475,Win
medium,3,bfs,2,13,81,497,Win
medium,3,bfs,3,4,15,506,Win
medium,3,bfs,4,6,35,504,Win
medium,3,bfs,5,3,9,507,Win
medium,3,bfs,6,9,56,501,Win
medium,3,bfs,7,29,120,481,Win
medium,3,bfs,8,13,52,497,Win
medium,3,bfs,9,21,140,489,Win
medium,3,ucs,0,11,65,499,Win
medium,3,ucs,1,35,169,475,Win
medium,3,ucs,2,13,81,497,Win
medium,3,ucs,3,4,15,506,Win
medium,3,ucs,4,6,35,504,Win
medium,3,ucs,5,3,9,507,Win
medium,3,ucs,6,9,56,501,Win
medium,3,ucs,7,29,120,481,Win
medium,3,ucs,8,13,52,497,Win
medium,3,ucs,9,21,140,489,Win
medium,3,astar,0,11,12,499,Win
medium,3,astar,1,35,117,475,Win
medium,3,astar,2,13,21,497,Win
medium,3,astar,3,4,4,506,Win
medium,3,astar,4,6,6,504,Win
medium,3,astar,5,3,5,507,Win
medium,3,astar,6,9,11,501,Win
medium,3,astar,7,29,81,481,Win
medium,3,astar,8,13,26,497,Win
medium,3,astar,9,21,68,489,Win
medium,3,bds,0,11,33,499,Win
medium,3,bds,1,35,160,475,Win
medium,3,bds,2,13,56,497,Win
medium,3,bds,3,4,8,506,Win
medium,3,bds,4,6,24,504,Win
medium,3,bds,5,3,6,507,Win
medium,3,bds,6,9,22,501,Win
medium,3,bds,7,29,152,481,Win
medium,3,bds,8,13,56,497,Win
medium,3,bds,9,21,139,489,Win
medium,4,dfs,0,60,129,450,Win
medium,4,dfs,1,50,93,460,Win
medium,4,dfs,2,52,138,458,Win
medium,4,dfs,3,17,17,493,Win
medium,4,dfs,4,55,161,455,Win
medium,4,dfs,5,37,66,473,Win
medium,4,dfs,6,36,192,474,Win
medium,4,dfs,7,42,75,468,Win
medium,4,dfs,8,58,91,452,Win
medium,4,dfs,9,29,53,481,Win
medium,4,bfs,0,16,95,494,Win
medium,4,bfs,1,18,108,492,Win
medium,4,bfs,2,12,73,498,Win
medium,4,bfs,3,15,115,495,Win
medium,4,bfs,4,13,72,497,Win
medium,4,bfs,5,27,170,483,Win
medium,4,bfs,6,24,156,486,Win
medium,4,bfs,7,20,60,490,Win
medium,4,bfs,8,22,96,488,Win
medium,4,bfs,9,19,103,491,Win
medium,4,ucs,0,16,95,494,Win
medium,4,ucs,1,18,108,492,Win
medium,4,ucs,2,12,73,498,Win
medium,4,ucs,3,15,115,495,Win
medium,4,ucs,4,13,72,497,Win
medium,4,ucs,5,27,170,483,Win
medium,4,ucs,6,24,156,486,Win
medium,4,ucs,7,20,60,490,Win
medium,4,ucs,8,22,96,488,Win
medium,4,ucs,9,19,103,491,Win
medium,4,astar,0,16,49,494,Win
medium,4,astar,1,18,48,492,Win
medium,4,astar,2,12,28,498,Win
medium,4,astar,3,15,18,495,Win
medium,4,astar,4,13,33,497,Win
medium,4,astar,5,27,89,483,Win
medium,4,astar,6,24,71,486,Win
medium,4,astar,7,20,31,490,Win
medium,4,astar,8,22,40,488,Win
medium,4,astar,9,19,42,491,Win
medium,4,bds,0,16,48,494,Win
medium,4,bds,1,18,84,492,Win
medium,4,bds,2,12,35,498,Win
medium,4,bds,3,15,69,495,Win
medium,4,bds,4,13,64,497,Win
medium,4,bds,5,27,138,483,Win
medium,4,bds,6,24,130,486,Win
medium,4,bds,7,20,61,490,Win
medium,4,bds,8,22,85,488,Win
medium,4,bds,9,19,78,491,Win
medium,5,dfs,0,53,97,457,Win
medium,5,dfs,1,51,178,459,Win
medium,5,dfs,2,23,108,487,Win
medium,5,dfs,3,56,112,454,Win
medium,5,dfs,4,27,194,483,Win
medium,5,dfs,5,15,253,495,Win
medium,5,dfs,6,66,115,444,Win
medium,5,dfs,7,44,104,466,Win
medium,5,dfs,8,50,65,460,Win
medium,5,dfs,9,40,42,470,Win
medium,5,bfs,0,19,141,491,Win
medium,5,bfs,1,25,162,485,Win
medium,5,bfs,2,13,76,497,Win
medium,5,bfs,3,30,176,480,Win
medium,5,bfs,4,17,125,493,Win
medium,5,bfs,5,13,127,497,Win
medium,5,bfs,6,16,140,494,Win
medium,5,bfs,7,8,46,502,Win
medium,5,bfs,8,22,101,488,Win
medium,5,bfs,9,18,109,492,Win
medium,5,ucs,0,19,141,491,Win
medium,5,ucs,1,25,162,485,Win
medium,5,ucs,2,13,76,497,Win
medium,5,ucs,3,30,176,480,Win
medium,5,ucs,4,17,125,493,Win
medium,5,ucs,5,13,127,497,Win
medium,5,ucs,6,16,140,494,Win
medium,5,ucs,7,8,46,502,Win
medium,5,ucs,8,22,101,488,Win
medium,5,ucs,9,18,109,492,Win
medium,5,astar,0,19,48,491,Win
medium,5,astar,1,25,98,485,Win
medium,5,astar,2,13,21,497,Win
medium,5,astar,3,30,89,480,Win
medium,5,astar,4,17,32,493,Win
medium,5,astar,5,13,34,497,Win
medium,5,astar,6,16,63,494,Win
medium,5,astar,7,8,10,502,Win
medium,5,astar,8,22,57,488,Win
medium,5,astar,9,18,56,492,Win
medium,5,bds,0,19,128,491,Win
medium,5,bds,1,25,128,485,Win
medium,5,bds,2,13,64,497,Win
medium,5,bds,3,30,136,480,Win
medium,5,bds,4,17,48,493,Win
medium,5,bds,5,13,33,497,Win
medium,5,bds,6,16,77,494,Win
medium,5,bds,7,8,26,502,Win
medium,5,bds,8,22,94,488,Win
medium,5,bds,9,18,96,492,Win
medium,6,dfs,0,28,41,482,Win
medium,6,dfs,1,42,234,468,Win
medium,6,dfs,2,41,76,469,Win
medium,6,dfs,3,71,151,439,Win
medium,6,dfs,4,15,27,495,Win
medium,6,dfs,5,55,60,455,Win
medium,6,dfs,6,44,229,466,Win
medium,6,dfs,7,78,113,432,Win
medium,6,dfs,8,11,16,499,Win
medium,6,dfs,9,41,48,469,Win
medium,6,bfs,0,16,56,494,Win
medium,6,bfs,1,28,163,482,Win
medium,6,bfs,2,27,107,483,Win
medium,6,bfs,3,1,1,509,Win
medium,6,bfs,4,11,35,499,Win
medium,6,bfs,5,27,182,483,Win
medium,6,bfs,6,30,171,480,Win
medium,6,bfs,7,8,34,502,Win
medium,6,bfs,8,11,57,499,Win
medium,6,bfs,9,11,45,499,Win
medium,6,ucs,0,16,56,494,Win
medium,6,ucs,1,28,163,482,Win
medium,6,ucs,2,27,107,483,Win
medium,6,ucs,3,1,1,509,Win
medium,6,ucs,4,11,35,499,Win
medium,6,ucs,5,27,182,483,Win
medium,6,ucs,6,30,171,480,Win
medium,6,ucs,7,8,34,502,Win
medium,6,ucs,8,11,57,499,Win
medium,6,ucs,9,11,45,499,Win
medium,6,astar,0,16,28,494,Win
medium,6,astar,1,28,70,482,Win
medium,6,astar,2,27,65,483,Win
medium,6,astar,3,1,1,509,Win
medium,6,astar,4,11,15,499,Win
medium,6,astar,5,27,122,483,Win
medium,6,astar,6,30,54,480,Win
medium,6,astar,7,8,15,502,Win
medium,6,astar,8,11,12,499,Win
medium,6,astar,9,11,20,499,Win
medium,6,bds,0,16,71,494,Win
medium,6,bds,1,28,87,482,Win
medium,6,bds,2,27,94,483,Win
medium,6,bds,3,1,1,509,Win
medium,6,bds,4,11,30,499,Win
medium,6,bds,5,27,117,483,Win
medium,6,bds,6,30,87,480,Win
medium,6,bds,7,8,24,502,Win
medium,6,bds,8,11,43,499,Win
medium,6,bds,9,11,35,499,Win
medium,7,dfs,0,72,110,438,Win
medium,7,dfs,1,36,43,474,Win
medium,7,dfs,2,32,172,478,Win
medium,7,dfs,3,40,73,470,Win
medium,7,dfs,4,47,51,463,Win
medium,7,dfs,5,70,186,440,Win
medium,7,dfs,6,39,127,471,Win
medium,7,dfs,7,55,141,455,Win
medium,7,dfs,8,29,162,481,Win
medium,7,dfs,9,37,162,473,Win
medium,7,bfs,0,38,180,472,Win
medium,7,bfs,1,16,107,494,Win
medium,7,bfs,2,22,109,488,Win
medium,7,bfs,3,18,89,492,Win
medium,7,bfs,4,31,82,479,Win
medium,7,bfs,5,30,153,480,Win
medium,7,bfs,6,21,163,489,Win
medium,7,bfs,7,29,151,481,Win
medium,7,bfs,8,23,183,487,Win
medium,7,bfs,9,11,60,499,Win
medium,7,ucs,0,38,180,472,Win
medium,7,ucs,1,16,107,494,Win
medium,7,ucs,2,22,109,488,Win
medium,7,ucs,3,18,89,492,Win
medium,7,ucs,4,31,82,479,Win
medium,7,ucs,5,30,153,480,Win
medium,7,ucs,6,21,163,489,Win
medium,7,ucs,7,29,151,481,Win
medium,7,ucs,8,23,183,487,Win
medium,7,ucs,9,11,60,499,Win
medium,7,astar,0,38,121,472,Win
medium,7,astar,1,16,30,494,Win
medium,7,astar,2,22,42,488,Win
medium,7,astar,3,18,52,492,Win
medium,7,astar,4,31,57,479,Win
medium,7,astar,5,30,82,480,Win
medium,7,astar,6,21,73,489,Win
medium,7,astar,7,29,81,481,Win
medium,7,astar,8,23,78,487,Win
medium,7,astar,9,11,27,499,Win
medium,7,bds,0,38,125,472,Win
medium,7,bds,1,16,87,494,Win
medium,7,bds,2,22,101,488,Win
medium,7,bds,3,18,98,492,Win
medium,7,bds,4,31,90,479,Win
medium,7,bds,5,30,112,480,Win
medium,7,bds,6,21,105,489,Win
medium,7,bds,7,29,128,481,Win
medium,7,bds,8,23,105,487,Win
medium,7,bds,9,11,58,499,Win
medium,8,dfs,0,31,154,479,Win
medium,8,dfs,1,42,97,468,Win
medium,8,dfs,2,23,164,487,Win
medium,8,dfs,3,16,18,494,Win
medium,8,dfs,4,22,83,488,Win
medium,8,dfs,5,28,106,482,Win
medium,8,dfs,6,29,47,481,Win
medium,8,dfs,7,26,139,484,Win
medium,8,dfs,8,53,61,457,Win
medium,8,dfs,9,15,18,495,Win
medium,8,bfs,0,17,165,493,Win
medium,8,bfs,1,34,193,476,Win
medium,8,bfs,2,15,110,495,Win
medium,8,bfs,3,8,58,502,Win
medium,8,bfs,4,16,100,494,Win
medium,8,bfs,5,22,169,488,Win
