layout,algorithm,iteration,cost,expandedNodes,score,result
mediumCorners,bds,50,128,370,412,Win
bigCorners,dfs,1,495,1563,45,Win
bigCorners,dfs,2,591,1413,-51,Win
bigCorners,dfs,3,287,1257,253,Win
bigCorners,dfs,4,501,1184,39,Win
bigCorners,dfs,5,492,1174,48,Win
bigCorners,dfs,6,420,933,120,Win
bigCorners,dfs,7,429,946,111,Win
bigCorners,dfs,8,290,1253,250,Win
bigCorners,dfs,9,469,1132,71,Win
bigCorners,dfs,10,434,1644,106,Win
bigCorners,dfs,11,511,1202,29,Win
bigCorners,dfs,12,502,1181,38,Win
bigCorners,dfs,13,365,1123,175,Win
bigCorners,dfs,14,410,1517,130,Win
bigCorners,dfs,15,340,871,200,Win
bigCorners,dfs,16,453,1563,87,Win
bigCorners,dfs,17,358,1111,182,Win
bigCorners,dfs,18,473,1131,67,Win
bigCorners,dfs,19,448,967,92,Win
bigCorners,dfs,20,415,931,125,Win
bigCorners,dfs,21,284,1182,256,Win
bigCorners,dfs,22,474,1132,66,Win
bigCorners,dfs,23,360,923,180,Win
bigCorners,dfs,24,343,1557,197,Win
bigCorners,dfs,25,417,930,123,Win
bigCorners,dfs,26,310,1210,230,Win
bigCorners,dfs,27,511,1202,29,Win
bigCorners,dfs,28,314,1235,226,Win
bigCorners,dfs,29,459,1586,81,Win
bigCorners,dfs,30,485,1553,55,Win
bigCorners,dfs,31,467,1132,73,Win
bigCorners,dfs,32,294,1257,246,Win
bigCorners,dfs,33,501,1487,39,Win
bigCorners,dfs,34,453,1563,87,Win
bigCorners,dfs,35,423,1049,117,Win
bigCorners,dfs,36,289,1252,251,Win
bigCorners,dfs,37,412,1087,128,Win
bigCorners,dfs,38,376,1089,164,Win
bigCorners,dfs,39,335,1558,205,Win
bigCorners,dfs,40,513,1481,27,Win
bigCorners,dfs,41,595,1538,-55,Win
bigCorners,dfs,42,421,1047,119,Win
bigCorners,dfs,43,366,1123,174,Win
bigCorners,dfs,44,362,1542,178,Win
bigCorners,dfs,45,511,1480,29,Win
bigCorners,dfs,46,574,1364,-34,Win
bigCorners,dfs,47,510,1482,30,Win
bigCorners,dfs,48,441,1442,99,Win
bigCorners,dfs,49,445,964,95,Win
bigCorners,dfs,50,466,1132,74,Win
bigCorners,bfs,1,199,1743,341,Win
bigCorners,bfs,2,191,1702,349,Win
bigCorners,bfs,3,135,981,405,Win
bigCorners,bfs,4,211,1780,329,Win
bigCorners,bfs,5,218,1909,322,Win
bigCorners,bfs,6,174,1443,366,Win
bigCorners,bfs,7,189,1595,351,Win
bigCorners,bfs,8,138,989,402,Win
bigCorners,bfs,9,155,1132,385,Win
bigCorners,bfs,10,178,1568,362,Win
bigCorners,bfs,11,211,1843,329,Win
bigCorners,bfs,12,218,1843,322,Win
bigCorners,bfs,13,157,1151,383,Win
bigCorners,bfs,14,154,1220,386,Win
bigCorners,bfs,15,176,1434,364,Win
bigCorners,bfs,16,153,1289,387,Win
bigCorners,bfs,17,170,1369,370,Win
bigCorners,bfs,18,153,1104,387,Win
bigCorners,bfs,19,192,1618,348,Win
bigCorners,bfs,20,175,1445,365,Win
bigCorners,bfs,21,140,1167,400,Win
bigCorners,bfs,22,154,1104,386,Win
bigCorners,bfs,23,192,1525,348,Win
bigCorners,bfs,24,191,1554,349,Win
bigCorners,bfs,25,177,1451,363,Win
bigCorners,bfs,26,158,1180,382,Win
bigCorners,bfs,27,211,1843,329,Win
bigCorners,bfs,28,150,1018,390,Win
bigCorners,bfs,29,153,1274,387,Win
bigCorners,bfs,30,197,1731,343,Win
bigCorners,bfs,31,153,1132,387,Win
bigCorners,bfs,32,142,989,398,Win
bigCorners,bfs,33,197,1744,343,Win
bigCorners,bfs,34,151,1284,389,Win
bigCorners,bfs,35,195,1561,345,Win
bigCorners,bfs,36,137,989,403,Win
bigCorners,bfs,37,190,1541,350,Win
bigCorners,bfs,38,188,1525,352,Win
bigCorners,bfs,39,183,1484,357,Win
bigCorners,bfs,40,209,1828,331,Win
bigCorners,bfs,41,195,1733,345,Win
bigCorners,bfs,42,195,1563,345,Win
bigCorners,bfs,43,154,1126,386,Win
bigCorners,bfs,44,210,1771,330,Win
bigCorners,bfs,45,205,1812,335,Win
bigCorners,bfs,46,186,1564,354,Win
bigCorners,bfs,47,206,1798,334,Win
bigCorners,bfs,48,201,1792,339,Win
bigCorners,bfs,49,195,1722,345,Win
bigCorners,bfs,50,154,1147,386,Win
bigCorners,ucs,1,199,1743,341,Win
bigCorners,ucs,2,191,1702,349,Win
bigCorners,ucs,3,135,981,405,Win
bigCorners,ucs,4,211,1780,329,Win
bigCorners,ucs,5,218,1909,322,Win
bigCorners,ucs,6,174,1443,366,Win
bigCorners,ucs,7,189,1595,351,Win
bigCorners,ucs,8,138,989,402,Win
bigCorners,ucs,9,155,1132,385,Win
bigCorners,ucs,10,178,1568,362,Win
bigCorners,ucs,11,211,1843,329,Win
bigCorners,ucs,12,218,1843,322,Win
bigCorners,ucs,13,157,1151,383,Win
bigCorners,ucs,14,154,1220,386,Win
bigCorners,ucs,15,176,1434,364,Win
bigCorners,ucs,16,153,1289,387,Win
bigCorners,ucs,17,170,1369,370,Win
bigCorners,ucs,18,153,1104,387,Win
bigCorners,ucs,19,192,1618,348,Win
bigCorners,ucs,20,175,1445,365,Win
bigCorners,ucs,21,140,1167,400,Win
bigCorners,ucs,22,154,1104,386,Win
bigCorners,ucs,23,192,1525,348,Win
bigCorners,ucs,24,191,1554,349,Win
bigCorners,ucs,25,177,1451,363,Win
bigCorners,ucs,26,158,1180,382,Win
bigCorners,ucs,27,211,1843,329,Win
bigCorners,ucs,28,150,1018,390,Win
bigCorners,ucs,29,153,1274,387,Win
bigCorners,ucs,30,197,1731,343,Win
bigCorners,ucs,31,153,1132,387,Win
bigCorners,ucs,32,142,989,398,Win
bigCorners,ucs,33,197,1744,343,Win
bigCorners,ucs,34,151,1284,389,Win
bigCorners,ucs,35,195,1561,345,Win
bigCorners,ucs,36,137,989,403,Win
bigCorners,ucs,37,190,1541,350,Win
bigCorners,ucs,38,188,1525,352,Win
bigCorners,ucs,39,183,1484,357,Win
bigCorners,ucs,40,209,1828,331,Win
bigCorners,ucs,41,195,1733,345,Win
bigCorners,ucs,42,195,1563,345,Win
bigCorners,ucs,43,154,1126,386,Win
bigCorners,ucs,44,210,1771,330,Win
bigCorners,ucs,45,205,1812,335,Win
bigCorners,ucs,46,186,1564,354,Win
bigCorners,ucs,47,206,1798,334,Win
bigCorners,ucs,48,201,1792,339,Win
bigCorners,ucs,49,195,1722,345,Win
bigCorners,ucs,50,154,1147,386,Win
bigCorners,astar,1,199,713,341,Win
bigCorners,astar,2,191,687,349,Win
bigCorners,astar,3,135,305,405,Win
bigCorners,astar,4,211,631,329,Win
bigCorners,astar,5,218,785,322,Win
bigCorners,astar,6,174,626,366,Win
bigCorners,astar,7,189,660,351,Win
bigCorners,astar,8,138,308,402,Win
bigCorners,astar,9,155,355,385,Win
bigCorners,astar,10,178,503,362,Win
bigCorners,astar,11,211,674,329,Win
bigCorners,astar,12,218,699,322,Win
bigCorners,astar,13,157,353,383,Win
bigCorners,astar,14,154,306,386,Win
bigCorners,astar,15,176,506,364,Win
bigCorners,astar,16,153,309,387,Win
bigCorners,astar,17,170,511,370,Win
bigCorners,astar,18,153,341,387,Win
bigCorners,astar,19,192,659,348,Win
bigCorners,astar,20,175,627,365,Win
bigCorners,astar,21,140,284,400,Win
bigCorners,astar,22,154,341,386,Win
bigCorners,astar,23,192,542,348,Win
bigCorners,astar,24,191,529,349,Win
bigCorners,astar,25,177,632,363,Win
bigCorners,astar,26,158,355,382,Win
bigCorners,astar,27,211,674,329,Win
bigCorners,astar,28,150,324,390,Win
bigCorners,astar,29,153,317,387,Win
bigCorners,astar,30,197,706,343,Win
bigCorners,astar,31,153,350,387,Win
bigCorners,astar,32,142,312,398,Win
bigCorners,astar,33,197,717,343,Win
bigCorners,astar,34,151,304,389,Win
bigCorners,astar,35,195,559,345,Win
bigCorners,astar,36,137,307,403,Win
bigCorners,astar,37,190,542,350,Win
bigCorners,astar,38,188,605,352,Win
bigCorners,astar,39,183,520,357,Win
bigCorners,astar,40,209,805,331,Win
bigCorners,astar,41,195,688,345,Win
bigCorners,astar,42,195,554,345,Win
bigCorners,astar,43,154,349,386,Win
bigCorners,astar,44,210,625,330,Win
bigCorners,astar,45,205,764,335,Win
bigCorners,astar,46,186,643,354,Win
bigCorners,astar,47,206,788,334,Win
bigCorners,astar,48,201,783,339,Win
bigCorners,astar,49,195,692,345,Win
bigCorners,astar,50,154,366,386,Win
bigCorners,bds,1,199,946,341,Win
bigCorners,bds,2,191,908,349,Win
bigCorners,bds,3,135,545,405,Win
bigCorners,bds,4,211,1043,329,Win
bigCorners,bds,5,218,1079,322,Win
bigCorners,bds,6,174,830,366,Win
bigCorners,bds,7,189,900,351,Win
bigCorners,bds,8,138,553,402,Win
bigCorners,bds,9,155,609,385,Win
bigCorners,bds,10,178,757,362,Win
bigCorners,bds,11,211,1031,329,Win
bigCorners,bds,12,218,1075,322,Win
bigCorners,bds,13,157,609,383,Win
bigCorners,bds,14,154,587,386,Win
bigCorners,bds,15,176,837,364,Win
bigCorners,bds,16,153,589,387,Win
bigCorners,bds,17,170,691,370,Win
bigCorners,bds,18,153,603,387,Win
bigCorners,bds,19,192,896,348,Win
bigCorners,bds,20,175,832,365,Win
bigCorners,bds,21,140,555,400,Win
bigCorners,bds,22,154,603,386,Win
bigCorners,bds,23,192,877,348,Win
bigCorners,bds,24,191,889,349,Win
bigCorners,bds,25,177,836,363,Win
bigCorners,bds,26,158,621,382,Win
bigCorners,bds,27,211,1031,329,Win
bigCorners,bds,28,150,573,390,Win
bigCorners,bds,29,153,595,387,Win
bigCorners,bds,30,197,926,343,Win
bigCorners,bds,31,153,605,387,Win
bigCorners,bds,32,142,555,398,Win
bigCorners,bds,33,197,936,343,Win
bigCorners,bds,34,151,589,389,Win
bigCorners,bds,35,195,899,345,Win
bigCorners,bds,36,137,549,403,Win
bigCorners,bds,37,190,883,350,Win
bigCorners,bds,38,188,735,352,Win
bigCorners,bds,39,183,861,357,Win
bigCorners,bds,40,209,1022,331,Win
bigCorners,bds,41,195,926,345,Win
bigCorners,bds,42,195,899,345,Win
bigCorners,bds,43,154,605,386,Win
bigCorners,bds,44,210,1037,330,Win
bigCorners,bds,45,205,1010,335,Win
bigCorners,bds,46,186,870,354,Win
bigCorners,bds,47,206,1002,334,Win
bigCorners,bds,48,201,960,339,Win
bigCorners,bds,49,195,924,345,Win
bigCorners,bds,50,154,613,386,Win
