layout,algorithm,iteration,cost,expanded nodes,score,result
smallMaze,bfs,47,22,87,488,Win
smallMaze,bfs,48,10,50,500,Win
smallMaze,bfs,49,26,89,484,Win
smallMaze,bfs,50,20,52,490,Win
smallMaze,bfs,51,8,12,502,Win
smallMaze,bfs,52,29,82,481,Win
smallMaze,bfs,53,8,9,502,Win
smallMaze,bfs,54,2,3,508,Win
smallMaze,bfs,55,10,57,500,Win
smallMaze,bfs,56,1,2,509,Win
smallMaze,bfs,57,12,38,498,Win
smallMaze,bfs,58,12,39,498,Win
smallMaze,bfs,59,14,38,496,Win
smallMaze,bfs,60,14,38,496,Win
smallMaze,bfs,61,29,88,481,Win
smallMaze,bfs,62,1,1,509,Win
smallMaze,bfs,63,16,26,494,Win
smallMaze,bfs,64,30,88,480,Win
smallMaze,bfs,65,17,79,493,Win
smallMaze,bfs,66,24,87,486,Win
smallMaze,bfs,67,20,82,490,Win
smallMaze,bfs,68,11,38,499,Win
smallMaze,bfs,69,14,69,496,Win
smallMaze,bfs,70,14,68,496,Win
smallMaze,bfs,71,6,15,504,Win
smallMaze,bfs,72,8,30,502,Win
smallMaze,bfs,73,3,7,507,Win
smallMaze,bfs,74,17,82,493,Win
smallMaze,bfs,75,26,72,484,Win
smallMaze,bfs,76,15,23,495,Win
smallMaze,bfs,77,16,33,494,Win
smallMaze,bfs,78,16,72,494,Win
smallMaze,bfs,79,7,19,503,Win
smallMaze,bfs,80,11,48,499,Win
smallMaze,bfs,81,10,26,500,Win
smallMaze,bfs,82,15,22,495,Win
smallMaze,bfs,83,5,13,505,Win
smallMaze,bfs,84,15,64,495,Win
smallMaze,bfs,85,21,93,489,Win
smallMaze,bfs,86,12,56,498,Win
smallMaze,bfs,87,21,72,489,Win
smallMaze,bfs,88,33,92,477,Win
smallMaze,bfs,89,14,46,496,Win
smallMaze,bfs,90,7,20,503,Win
smallMaze,bfs,91,3,7,507,Win
smallMaze,bfs,92,9,33,501,Win
smallMaze,bfs,93,8,30,502,Win
smallMaze,bfs,94,14,36,496,Win
smallMaze,bfs,95,5,6,505,Win
smallMaze,bfs,96,5,9,505,Win
smallMaze,bfs,97,6,20,504,Win
smallMaze,bfs,98,13,55,497,Win
smallMaze,bfs,99,16,55,494,Win
smallMaze,bfs,100,22,78,488,Win
smallMaze,ucs,1,7,16,503,Win
smallMaze,ucs,2,1,1,509,Win
smallMaze,ucs,3,3,6,507,Win
smallMaze,ucs,4,5,13,505,Win
smallMaze,ucs,5,18,64,492,Win
smallMaze,ucs,6,2,6,508,Win
smallMaze,ucs,7,5,14,505,Win
smallMaze,ucs,8,10,43,500,Win
smallMaze,ucs,9,25,67,485,Win
smallMaze,ucs,10,23,60,487,Win
smallMaze,ucs,11,14,51,496,Win
smallMaze,ucs,12,16,54,494,Win
smallMaze,ucs,13,21,48,489,Win
smallMaze,ucs,14,9,27,501,Win
smallMaze,ucs,15,6,13,504,Win
smallMaze,ucs,16,26,93,484,Win
smallMaze,ucs,17,16,74,494,Win
smallMaze,ucs,18,1,1,509,Win
smallMaze,ucs,19,8,22,502,Win
smallMaze,ucs,20,11,44,499,Win
smallMaze,ucs,21,17,41,493,Win
smallMaze,ucs,22,27,74,483,Win
smallMaze,ucs,23,12,64,498,Win
smallMaze,ucs,24,18,85,492,Win
smallMaze,ucs,25,2,4,508,Win
smallMaze,ucs,26,4,10,506,Win
smallMaze,ucs,27,23,81,487,Win
smallMaze,ucs,28,16,20,494,Win
smallMaze,ucs,29,12,61,498,Win
smallMaze,ucs,30,13,43,497,Win
smallMaze,ucs,31,11,61,499,Win
smallMaze,ucs,32,21,64,489,Win
smallMaze,ucs,33,26,89,484,Win
smallMaze,ucs,34,20,74,490,Win
smallMaze,ucs,35,12,60,498,Win
smallMaze,ucs,36,19,52,491,Win
smallMaze,ucs,37,11,34,499,Win
smallMaze,ucs,38,6,16,504,Win
smallMaze,ucs,39,10,23,500,Win
smallMaze,ucs,40,24,93,486,Win
smallMaze,ucs,41,19,75,491,Win
smallMaze,ucs,42,11,63,499,Win
smallMaze,ucs,43,17,89,493,Win
smallMaze,ucs,44,12,58,498,Win
smallMaze,ucs,45,13,42,497,Win
smallMaze,ucs,46,7,33,503,Win
smallMaze,ucs,47,22,87,488,Win
smallMaze,ucs,48,10,50,500,Win
smallMaze,ucs,49,26,89,484,Win
smallMaze,ucs,50,20,52,490,Win
smallMaze,ucs,51,8,12,502,Win
smallMaze,ucs,52,29,82,481,Win
smallMaze,ucs,53,8,9,502,Win
smallMaze,ucs,54,2,3,508,Win
smallMaze,ucs,55,10,57,500,Win
smallMaze,ucs,56,1,2,509,Win
smallMaze,ucs,57,12,38,498,Win
smallMaze,ucs,58,12,39,498,Win
smallMaze,ucs,59,14,38,496,Win
smallMaze,ucs,60,14,38,496,Win
smallMaze,ucs,61,29,88,481,Win
smallMaze,ucs,62,1,1,509,Win
smallMaze,ucs,63,16,26,494,Win
smallMaze,ucs,64,30,88,480,Win
smallMaze,ucs,65,17,79,493,Win
smallMaze,ucs,66,24,87,486,Win
smallMaze,ucs,67,20,82,490,Win
smallMaze,ucs,68,11,38,499,Win
smallMaze,ucs,69,14,69,496,Win
smallMaze,ucs,70,14,68,496,Win
smallMaze,ucs,71,6,15,504,Win
smallMaze,ucs,72,8,30,502,Win
smallMaze,ucs,73,3,7,507,Win
smallMaze,ucs,74,17,82,493,Win
smallMaze,ucs,75,26,72,484,Win
smallMaze,ucs,76,15,23,495,Win
smallMaze,ucs,77,16,33,494,Win
smallMaze,ucs,78,16,72,494,Win
smallMaze,ucs,79,7,19,503,Win
smallMaze,ucs,80,11,48,499,Win
smallMaze,ucs,81,10,26,500,Win
smallMaze,ucs,82,15,22,495,Win
smallMaze,ucs,83,5,13,505,Win
smallMaze,ucs,84,15,64,495,Win
smallMaze,ucs,85,21,93,489,Win
smallMaze,ucs,86,12,56,498,Win
smallMaze,ucs,87,21,72,489,Win
smallMaze,ucs,88,33,92,477,Win
smallMaze,ucs,89,14,46,496,Win
smallMaze,ucs,90,7,20,503,Win
smallMaze,ucs,91,3,7,507,Win
smallMaze,ucs,92,9,33,501,Win
smallMaze,ucs,93,8,30,502,Win
smallMaze,ucs,94,14,36,496,Win
smallMaze,ucs,95,5,6,505,Win
smallMaze,ucs,96,5,9,505,Win
smallMaze,ucs,97,6,20,504,Win
smallMaze,ucs,98,13,55,497,Win
smallMaze,ucs,99,16,55,494,Win
smallMaze,ucs,100,22,78,488,Win
smallMaze,astar,1,7,16,503,Win
smallMaze,astar,2,1,1,509,Win
smallMaze,astar,3,3,6,507,Win
smallMaze,astar,4,5,13,505,Win
smallMaze,astar,5,18,64,492,Win
smallMaze,astar,6,2,6,508,Win
smallMaze,astar,7,5,14,505,Win
smallMaze,astar,8,10,43,500,Win
smallMaze,astar,9,25,67,485,Win
smallMaze,astar,10,23,60,487,Win
smallMaze,astar,11,14,51,496,Win
smallMaze,astar,12,16,54,494,Win
smallMaze,astar,13,21,48,489,Win
smallMaze,astar,14,9,27,501,Win
smallMaze,astar,15,6,13,504,Win
smallMaze,astar,16,26,93,484,Win
smallMaze,astar,17,16,74,494,Win
smallMaze,astar,18,1,1,509,Win
smallMaze,astar,19,8,22,502,Win
smallMaze,astar,20,11,44,499,Win
smallMaze,astar,21,17,41,493,Win
smallMaze,astar,22,27,74,483,Win
smallMaze,astar,23,12,64,498,Win
smallMaze,astar,24,18,85,492,Win
smallMaze,astar,25,2,4,508,Win
smallMaze,astar,26,4,10,506,Win
smallMaze,astar,27,23,81,487,Win
smallMaze,astar,28,16,20,494,Win
smallMaze,astar,29,12,61,498,Win
smallMaze,astar,30,13,43,497,Win
smallMaze,astar,31,11,61,499,Win
smallMaze,astar,32,21,64,489,Win
smallMaze,astar,33,26,89,484,Win
smallMaze,astar,34,20,74,490,Win
smallMaze,astar,35,12,60,498,Win
smallMaze,astar,36,19,52,491,Win
smallMaze,astar,37,11,34,499,Win
smallMaze,astar,38,6,16,504,Win
smallMaze,astar,39,10,23,500,Win
smallMaze,astar,40,24,93,486,Win
smallMaze,astar,41,19,75,491,Win
smallMaze,astar,42,11,63,499,Win
smallMaze,astar,43,17,89,493,Win
smallMaze,astar,44,12,58,498,Win
smallMaze,astar,45,13,42,497,Win
smallMaze,astar,46,7,33,503,Win
smallMaze,astar,47,22,87,488,Win
smallMaze,astar,48,10,50,500,Win
smallMaze,astar,49,26,89,484,Win
smallMaze,astar,50,20,52,490,Win
smallMaze,astar,51,8,12,502,Win
smallMaze,astar,52,29,82,481,Win
smallMaze,astar,53,8,9,502,Win
smallMaze,astar,54,2,3,508,Win
smallMaze,astar,55,10,57,500,Win
smallMaze,astar,56,1,2,509,Win
smallMaze,astar,57,12,38,498,Win
smallMaze,astar,58,12,39,498,Win
smallMaze,astar,59,14,38,496,Win
smallMaze,astar,60,14,38,496,Win
smallMaze,astar,61,29,88,481,Win
smallMaze,astar,62,1,1,509,Win
smallMaze,astar,63,16,26,494,Win
smallMaze,astar,64,30,88,480,Win
smallMaze,astar,65,17,79,493,Win
smallMaze,astar,66,24,87,486,Win
smallMaze,astar,67,20,82,490,Win
smallMaze,astar,68,11,38,499,Win
smallMaze,astar,69,14,69,496,Win
smallMaze,astar,70,14,68,496,Win
smallMaze,astar,71,6,15,504,Win
smallMaze,astar,72,8,30,502,Win
smallMaze,astar,73,3,7,507,Win
smallMaze,astar,74,17,82,493,Win
smallMaze,astar,75,26,72,484,Win
smallMaze,astar,76,15,23,495,Win
smallMaze,astar,77,16,33,494,Win
smallMaze,astar,78,16,72,494,Win
smallMaze,astar,79,7,19,503,Win
smallMaze,astar,80,11,48,499,Win
smallMaze,astar,81,10,26,500,Win
smallMaze,astar,82,15,22,495,Win
smallMaze,astar,83,5,13,505,Win
smallMaze,astar,84,15,64,495,Win
smallMaze,astar,85,21,93,489,Win
smallMaze,astar,86,12,56,498,Win
smallMaze,astar,87,21,72,489,Win
smallMaze,astar,88,33,92,477,Win
smallMaze,astar,89,14,46,496,Win
smallMaze,astar,90,7,20,503,Win
smallMaze,astar,91,3,7,507,Win
smallMaze,astar,92,9,33,501,Win
smallMaze,astar,93,8,30,502,Win
smallMaze,astar,94,14,36,496,Win
smallMaze,astar,95,5,6,505,Win
smallMaze,astar,96,5,9,505,Win
smallMaze,astar,97,6,20,504,Win
smallMaze,astar,98,13,55,497,Win
smallMaze,astar,99,16,55,494,Win
smallMaze,astar,100,22,78,488,Win
smallMaze,bds,1,7,15,503,Win
smallMaze,bds,2,1,1,509,Win
smallMaze,bds,3,3,4,507,Win
smallMaze,bds,4,5,8,505,Win
smallMaze,bds,5,18,37,492,Win
smallMaze,bds,6,2,3,508,Win
smallMaze,bds,7,5,10,505,Win
smallMaze,bds,8,10,16,500,Win
smallMaze,bds,9,25,46,485,Win
smallMaze,bds,10,23,39,487,Win
smallMaze,bds,11,14,29,496,Win
smallMaze,bds,12,16,35,494,Win
smallMaze,bds,13,21,36,489,Win
smallMaze,bds,14,9,26,501,Win
smallMaze,bds,15,6,12,504,Win
smallMaze,bds,16,26,48,484,Win
smallMaze,bds,17,16,31,494,Win
smallMaze,bds,18,1,1,509,Win
smallMaze,bds,19,8,21,502,Win
smallMaze,bds,20,11,27,499,Win
smallMaze,bds,21,17,30,493,Win
smallMaze,bds,22,27,40,483,Win
smallMaze,bds,23,12,28,498,Win
smallMaze,bds,24,18,36,492,Win
smallMaze,bds,25,2,4,508,Win
smallMaze,bds,26,4,7,506,Win
smallMaze,bds,27,23,50,487,Win
smallMaze,bds,28,16,24,494,Win
smallMaze,bds,29,12,25,498,Win
smallMaze,bds,30,13,34,497,Win
smallMaze,bds,31,11,28,499,Win
smallMaze,bds,32,21,40,489,Win
smallMaze,bds,33,26,40,484,Win
smallMaze,bds,34,20,40,490,Win
smallMaze,bds,35,12,32,498,Win
smallMaze,bds,36,19,34,491,Win
smallMaze,bds,37,11,26,499,Win
smallMaze,bds,38,6,10,504,Win
smallMaze,bds,39,10,21,500,Win
smallMaze,bds,40,24,45,486,Win
smallMaze,bds,41,19,45,491,Win
smallMaze,bds,42,11,28,499,Win
smallMaze,bds,43,17,29,493,Win
smallMaze,bds,44,12,25,498,Win
smallMaze,bds,45,13,24,497,Win
smallMaze,bds,46,7,16,503,Win
smallMaze,bds,47,22,37,488,Win
smallMaze,bds,48,10,26,500,Win
smallMaze,bds,49,26,40,484,Win
smallMaze,bds,50,20,37,490,Win
smallMaze,bds,51,8,15,502,Win
smallMaze,bds,52,29,40,481,Win
smallMaze,bds,53,8,12,502,Win
smallMaze,bds,54,2,4,508,Win
smallMaze,bds,55,10,25,500,Win
smallMaze,bds,56,1,1,509,Win
smallMaze,bds,57,12,30,498,Win
smallMaze,bds,58,12,32,498,Win
smallMaze,bds,59,14,25,496,Win
smallMaze,bds,60,14,31,496,Win
smallMaze,bds,61,29,41,481,Win
smallMaze,bds,62,1,1,509,Win
smallMaze,bds,63,16,28,494,Win
smallMaze,bds,64,30,41,480,Win
smallMaze,bds,65,17,35,493,Win
smallMaze,bds,66,24,37,486,Win
smallMaze,bds,67,20,35,490,Win
smallMaze,bds,68,11,28,499,Win
smallMaze,bds,69,14,35,496,Win
smallMaze,bds,70,14,19,496,Win
smallMaze,bds,71,6,10,504,Win
smallMaze,bds,72,8,16,502,Win
smallMaze,bds,73,3,3,507,Win
smallMaze,bds,74,17,42,493,Win
smallMaze,bds,75,26,40,484,Win
smallMaze,bds,76,15,28,495,Win
smallMaze,bds,77,16,27,494,Win
smallMaze,bds,78,16,43,494,Win
smallMaze,bds,79,7,16,503,Win
smallMaze,bds,80,11,17,499,Win
smallMaze,bds,81,10,24,500,Win
smallMaze,bds,82,15,22,495,Win
smallMaze,bds,83,5,8,505,Win
smallMaze,bds,84,15,40,495,Win
smallMaze,bds,85,21,31,489,Win
smallMaze,bds,86,12,30,498,Win
smallMaze,bds,87,21,29,489,Win
smallMaze,bds,88,33,47,477,Win
smallMaze,bds,89,14,34,496,Win
smallMaze,bds,90,7,11,503,Win
smallMaze,bds,91,3,4,507,Win
smallMaze,bds,92,9,15,501,Win
smallMaze,bds,93,8,16,502,Win
smallMaze,bds,94,14,27,496,Win
smallMaze,bds,95,5,8,505,Win
smallMaze,bds,96,5,9,505,Win
smallMaze,bds,97,6,11,504,Win
smallMaze,bds,98,13,31,497,Win
smallMaze,bds,99,16,41,494,Win
smallMaze,bds,100,22,46,488,Win
mediumMaze,dfs,1,132,135,378,Win
mediumMaze,dfs,2,192,247,318,Win
mediumMaze,dfs,3,102,150,408,Win
mediumMaze,dfs,4,186,203,324,Win
mediumMaze,dfs,5,32,47,478,Win
mediumMaze,dfs,6,52,54,458,Win
mediumMaze,dfs,7,201,265,309,Win
mediumMaze,dfs,8,3,3,507,Win
mediumMaze,dfs,9,109,110,401,Win
mediumMaze,dfs,10,38,38,472,Win
mediumMaze,dfs,11,3,3,507,Win
mediumMaze,dfs,12,85,86,425,Win
mediumMaze,dfs,13,119,122,391,Win
mediumMaze,dfs,14,108,124,402,Win
mediumMaze,dfs,15,194,211,316,Win
mediumMaze,dfs,16,27,28,483,Win
mediumMaze,dfs,17,108,109,402,Win
mediumMaze,dfs,18,5,5,505,Win
mediumMaze,dfs,19,119,139,391,Win
mediumMaze,dfs,20,12,12,498,Win
mediumMaze,dfs,21,112,115,398,Win
mediumMaze,dfs,22,149,177,361,Win
mediumMaze,dfs,23,51,52,459,Win
mediumMaze,dfs,24,149,167,361,Win
mediumMaze,dfs,25,21,32,489,Win
mediumMaze,dfs,26,179,245,331,Win
mediumMaze,dfs,27,111,113,399,Win
mediumMaze,dfs,28,25,25,485,Win
mediumMaze,dfs,29,3,3,507,Win
mediumMaze,dfs,30,201,219,309,Win
mediumMaze,dfs,31,131,154,379,Win
mediumMaze,dfs,32,209,244,301,Win
mediumMaze,dfs,33,88,106,422,Win
mediumMaze,dfs,34,109,189,401,Win
mediumMaze,dfs,35,36,37,474,Win
mediumMaze,dfs,36,14,271,496,Win
mediumMaze,dfs,37,179,244,331,Win
mediumMaze,dfs,38,166,224,344,Win
mediumMaze,dfs,39,154,209,356,Win
mediumMaze,dfs,40,160,180,350,Win
mediumMaze,dfs,41,47,47,463,Win
mediumMaze,dfs,42,169,172,341,Win
mediumMaze,dfs,43,23,23,487,Win
mediumMaze,dfs,44,80,81,430,Win
mediumMaze,dfs,45,67,73,443,Win
mediumMaze,dfs,46,161,164,349,Win
mediumMaze,dfs,47,197,261,313,Win
mediumMaze,dfs,48,169,268,341,Win
mediumMaze,dfs,49,192,247,318,Win
mediumMaze,dfs,50,154,172,356,Win
mediumMaze,dfs,51,110,127,400,Win
mediumMaze,dfs,52,17,17,493,Win
mediumMaze,dfs,53,198,216,312,Win
mediumMaze,dfs,54,172,175,338,Win
mediumMaze,dfs,55,175,195,335,Win
mediumMaze,dfs,56,38,56,472,Win
mediumMaze,dfs,57,11,11,499,Win
mediumMaze,dfs,58,126,144,384,Win
mediumMaze,dfs,59,202,222,308,Win
mediumMaze,dfs,60,165,168,345,Win
mediumMaze,dfs,61,181,257,329,Win
mediumMaze,dfs,62,37,37,473,Win
mediumMaze,dfs,63,194,212,316,Win
mediumMaze,dfs,64,57,72,453,Win
mediumMaze,dfs,65,60,61,450,Win
mediumMaze,dfs,66,37,37,473,Win
mediumMaze,dfs,67,143,243,367,Win
mediumMaze,dfs,68,124,142,386,Win
mediumMaze,dfs,69,147,165,363,Win
mediumMaze,dfs,70,92,111,418,Win
mediumMaze,dfs,71,133,247,377,Win
mediumMaze,dfs,72,203,261,307,Win
mediumMaze,dfs,73,31,31,479,Win
mediumMaze,dfs,74,74,75,436,Win
mediumMaze,dfs,75,107,122,403,Win
mediumMaze,dfs,76,23,24,487,Win
mediumMaze,dfs,77,115,134,395,Win
mediumMaze,dfs,78,170,188,340,Win
mediumMaze,dfs,79,236,267,274,Win
mediumMaze,dfs,80,177,194,333,Win
mediumMaze,dfs,81,90,91,420,Win
mediumMaze,dfs,82,97,113,413,Win
mediumMaze,dfs,83,113,226,397,Win
mediumMaze,dfs,84,64,65,446,Win
mediumMaze,dfs,85,169,187,341,Win
mediumMaze,dfs,86,195,264,315,Win
mediumMaze,dfs,87,105,118,405,Win
mediumMaze,dfs,88,36,36,474,Win
mediumMaze,dfs,89,74,75,436,Win
mediumMaze,dfs,90,27,27,483,Win
mediumMaze,dfs,91,198,218,312,Win
mediumMaze,dfs,92,34,34,476,Win
mediumMaze,dfs,93,136,160,374,Win
mediumMaze,dfs,94,70,71,440,Win
mediumMaze,dfs,95,42,43,468,Win
mediumMaze,dfs,96,198,233,312,Win
mediumMaze,dfs,97,52,64,458,Win
mediumMaze,dfs,98,140,186,370,Win
mediumMaze,dfs,99,36,36,474,Win
mediumMaze,dfs,100,152,168,358,Win
mediumMaze,bfs,1,18,73,492,Win
mediumMaze,bfs,2,26,59,484,Win
mediumMaze,bfs,3,48,143,462,Win
mediumMaze,bfs,4,22,89,488,Win
mediumMaze,bfs,5,32,133,478,Win
mediumMaze,bfs,6,52,183,458,Win
mediumMaze,bfs,7,27,63,483,Win
mediumMaze,bfs,8,3,7,507,Win
mediumMaze,bfs,9,25,57,485,Win
mediumMaze,bfs,10,38,85,472,Win
mediumMaze,bfs,11,3,6,507,Win
mediumMaze,bfs,12,35,116,475,Win
mediumMaze,bfs,13,31,141,479,Win
mediumMaze,bfs,14,46,159,464,Win
mediumMaze,bfs,15,14,35,496,Win
mediumMaze,bfs,16,27,67,483,Win
mediumMaze,bfs,17,42,234,468,Win
mediumMaze,bfs,18,5,10,505,Win
mediumMaze,bfs,19,69,247,441,Win
mediumMaze,bfs,20,12,30,498,Win
mediumMaze,bfs,21,38,190,472,Win
mediumMaze,bfs,22,47,230,463,Win
mediumMaze,bfs,23,41,192,469,Win
mediumMaze,bfs,24,45,214,465,Win
mediumMaze,bfs,25,21,67,489,Win
mediumMaze,bfs,26,39,118,471,Win
mediumMaze,bfs,27,39,208,471,Win
mediumMaze,bfs,28,19,65,491,Win
mediumMaze,bfs,29,3,6,507,Win
mediumMaze,bfs,30,7,25,503,Win
mediumMaze,bfs,31,57,176,453,Win
mediumMaze,bfs,32,25,88,485,Win
mediumMaze,bfs,33,64,248,446,Win
mediumMaze,bfs,34,55,259,455,Win
mediumMaze,bfs,35,36,184,474,Win
mediumMaze,bfs,36,14,39,496,Win
mediumMaze,bfs,37,41,128,469,Win
mediumMaze,bfs,38,46,147,464,Win
mediumMaze,bfs,39,44,139,466,Win
mediumMaze,bfs,40,36,117,474,Win
mediumMaze,bfs,41,47,175,463,Win
mediumMaze,bfs,42,37,103,473,Win
mediumMaze,bfs,43,23,73,487,Win
mediumMaze,bfs,44,50,218,460,Win
mediumMaze,bfs,45,67,228,443,Win
mediumMaze,bfs,46,29,138,481,Win
mediumMaze,bfs,47,41,134,469,Win
mediumMaze,bfs,48,29,92,481,Win
mediumMaze,bfs,49,12,27,498,Win
mediumMaze,bfs,50,22,85,488,Win
mediumMaze,bfs,51,78,244,432,Win
mediumMaze,bfs,52,7,19,503,Win
mediumMaze,bfs,53,10,19,500,Win
mediumMaze,bfs,54,24,64,486,Win
mediumMaze,bfs,55,23,45,487,Win
mediumMaze,bfs,56,38,122,472,Win
mediumMaze,bfs,57,11,22,499,Win
mediumMaze,bfs,58,74,267,436,Win
mediumMaze,bfs,59,10,37,500,Win
mediumMaze,bfs,60,49,257,461,Win
mediumMaze,bfs,61,3,5,507,Win
mediumMaze,bfs,62,37,112,473,Win
mediumMaze,bfs,63,26,126,484,Win
mediumMaze,bfs,64,45,207,465,Win
mediumMaze,bfs,65,32,88,478,Win
mediumMaze,bfs,66,37,172,473,Win
mediumMaze,bfs,67,9,32,501,Win
mediumMaze,bfs,68,74,264,436,Win
mediumMaze,bfs,69,45,238,465,Win
mediumMaze,bfs,70,54,245,456,Win
mediumMaze,bfs,71,17,37,493,Win
mediumMaze,bfs,72,9,16,501,Win
mediumMaze,bfs,73,31,120,479,Win
mediumMaze,bfs,74,18,68,492,Win
mediumMaze,bfs,75,49,197,461,Win
mediumMaze,bfs,76,23,55,487,Win
mediumMaze,bfs,77,53,205,457,Win
mediumMaze,bfs,78,48,240,462,Win
mediumMaze,bfs,79,30,140,480,Win
mediumMaze,bfs,80,33,66,477,Win
mediumMaze,bfs,81,2,3,508,Win
mediumMaze,bfs,82,35,91,475,Win
mediumMaze,bfs,83,37,137,473,Win
mediumMaze,bfs,84,64,255,446,Win
mediumMaze,bfs,85,39,119,471,Win
mediumMaze,bfs,86,53,145,457,Win
mediumMaze,bfs,87,37,166,473,Win
mediumMaze,bfs,88,36,102,474,Win
mediumMaze,bfs,89,50,201,460,Win
mediumMaze,bfs,90,27,77,483,Win
mediumMaze,bfs,91,32,99,478,Win
mediumMaze,bfs,92,32,97,478,Win
mediumMaze,bfs,93,64,201,446,Win
mediumMaze,bfs,94,70,242,440,Win
mediumMaze,bfs,95,42,100,468,Win
mediumMaze,bfs,96,32,98,478,Win
mediumMaze,bfs,97,52,191,458,Win
mediumMaze,bfs,98,82,249,428,Win
mediumMaze,bfs,99,36,164,474,Win
mediumMaze,bfs,100,44,205,466,Win
mediumMaze,ucs,1,18,73,492,Win
mediumMaze,ucs,2,26,59,484,Win
mediumMaze,ucs,3,48,143,462,Win
mediumMaze,ucs,4,22,89,488,Win
mediumMaze,ucs,5,32,133,478,Win
mediumMaze,ucs,6,52,183,458,Win
mediumMaze,ucs,7,27,63,483,Win
mediumMaze,ucs,8,3,7,507,Win
mediumMaze,ucs,9,25,57,485,Win
mediumMaze,ucs,10,38,85,472,Win
mediumMaze,ucs,11,3,6,507,Win
mediumMaze,ucs,12,35,116,475,Win
mediumMaze,ucs,13,31,141,479,Win
mediumMaze,ucs,14,46,159,464,Win
mediumMaze,ucs,15,14,35,496,Win
mediumMaze,ucs,16,27,67,483,Win
mediumMaze,ucs,17,42,234,468,Win
mediumMaze,ucs,18,5,10,505,Win
mediumMaze,ucs,19,69,247,441,Win
mediumMaze,ucs,20,12,30,498,Win
mediumMaze,ucs,21,38,190,472,Win
mediumMaze,ucs,22,47,230,463,Win
mediumMaze,ucs,23,41,192,469,Win
mediumMaze,ucs,24,45,214,465,Win
mediumMaze,ucs,25,21,67,489,Win
mediumMaze,ucs,26,39,118,471,Win
mediumMaze,ucs,27,39,208,471,Win
mediumMaze,ucs,28,19,65,491,Win
mediumMaze,ucs,29,3,6,507,Win
mediumMaze,ucs,30,7,25,503,Win
mediumMaze,ucs,31,57,176,453,Win
mediumMaze,ucs,32,25,88,485,Win
mediumMaze,ucs,33,64,248,446,Win
mediumMaze,ucs,34,55,259,455,Win
mediumMaze,ucs,35,36,184,474,Win
mediumMaze,ucs,36,14,39,496,Win
mediumMaze,ucs,37,41,128,469,Win
mediumMaze,ucs,38,46,147,464,Win
mediumMaze,ucs,39,44,139,466,Win
mediumMaze,ucs,40,36,117,474,Win
mediumMaze,ucs,41,47,175,463,Win
mediumMaze,ucs,42,37,103,473,Win
mediumMaze,ucs,43,23,73,487,Win
mediumMaze,ucs,44,50,218,460,Win
mediumMaze,ucs,45,67,228,443,Win
mediumMaze,ucs,46,29,138,481,Win
mediumMaze,ucs,47,41,134,469,Win
mediumMaze,ucs,48,29,92,481,Win
mediumMaze,ucs,49,12,27,498,Win
mediumMaze,ucs,50,22,85,488,Win
mediumMaze,ucs,51,78,244,432,Win
mediumMaze,ucs,52,7,19,503,Win
mediumMaze,ucs,53,10,19,500,Win
mediumMaze,ucs,54,24,64,486,Win
mediumMaze,ucs,55,23,45,487,Win
mediumMaze,ucs,56,38,122,472,Win
mediumMaze,ucs,57,11,22,499,Win
mediumMaze,ucs,58,74,267,436,Win
mediumMaze,ucs,59,10,37,500,Win
mediumMaze,ucs,60,49,257,461,Win
mediumMaze,ucs,61,3,5,507,Win
mediumMaze,ucs,62,37,112,473,Win
mediumMaze,ucs,63,26,126,484,Win
mediumMaze,ucs,64,45,207,465,Win
mediumMaze,ucs,65,32,88,478,Win
mediumMaze,ucs,66,37,172,473,Win
mediumMaze,ucs,67,9,32,501,Win
mediumMaze,ucs,68,74,264,436,Win
mediumMaze,ucs,69,45,238,465,Win
mediumMaze,ucs,70,54,245,456,Win
mediumMaze,ucs,71,17,37,493,Win
mediumMaze,ucs,72,9,16,501,Win
mediumMaze,ucs,73,31,120,479,Win
mediumMaze,ucs,74,18,68,492,Win
mediumMaze,ucs,75,49,197,461,Win
mediumMaze,ucs,76,23,55,487,Win
mediumMaze,ucs,77,53,205,457,Win
mediumMaze,ucs,78,48,240,462,Win
mediumMaze,ucs,79,30,140,480,Win
mediumMaze,ucs,80,33,66,477,Win
mediumMaze,ucs,81,2,3,508,Win
mediumMaze,ucs,82,35,91,475,Win
mediumMaze,ucs,83,37,137,473,Win
mediumMaze,ucs,84,64,255,446,Win
mediumMaze,ucs,85,39,119,471,Win
mediumMaze,ucs,86,53,145,457,Win
mediumMaze,ucs,87,37,166,473,Win
mediumMaze,ucs,88,36,102,474,Win
mediumMaze,ucs,89,50,201,460,Win
mediumMaze,ucs,90,27,77,483,Win
mediumMaze,ucs,91,32,99,478,Win
mediumMaze,ucs,92,32,97,478,Win
mediumMaze,ucs,93,64,201,446,Win
mediumMaze,ucs,94,70,242,440,Win
mediumMaze,ucs,95,42,100,468,Win
mediumMaze,ucs,96,32,98,478,Win
mediumMaze,ucs,97,52,191,458,Win
mediumMaze,ucs,98,82,249,428,Win
mediumMaze,ucs,99,36,164,474,Win
mediumMaze,ucs,100,44,205,466,Win
mediumMaze,astar,1,18,73,492,Win
mediumMaze,astar,2,26,59,484,Win
mediumMaze,astar,3,48,143,462,Win
mediumMaze,astar,4,22,89,488,Win
mediumMaze,astar,5,32,133,478,Win
mediumMaze,astar,6,52,183,458,Win
